,ts,id,T,P
10156,100.805,BARO0,31.25,94860
10157,100.815,BARO0,31.26,94863
10158,100.825,BARO0,31.25,94868
10159,100.835,BARO0,31.26,94869
10160,100.845,BARO0,31.26,94862
10161,100.855,BARO0,31.24,94866
10162,100.865,BARO0,31.27,94892
10163,100.875,BARO0,31.26,94888
10164,100.885,BARO0,31.27,94895
10165,100.895,BARO0,31.26,94908
10166,100.905,BARO0,31.26,94922
10167,100.915,BARO0,31.26,94933
10168,100.925,BARO0,31.25,94931
10169,100.935,BARO0,31.24,94934
10170,100.945,BARO0,31.23,94924
10171,100.955,BARO0,31.26,94953
10172,100.965,BARO0,31.25,94947
10173,100.975,BARO0,31.26,94967
10174,100.985,BARO0,31.26,95007
10175,100.995,BARO0,31.25,95008
10176,101.005,BARO0,31.24,95027
10177,101.015,BARO0,31.25,95061
10178,101.025,BARO0,31.25,95074
10179,101.035,BARO0,31.25,95085
10180,101.045,BARO0,31.25,95105
10181,101.055,BARO0,31.25,95096
10182,101.065,BARO0,31.26,95110
10183,101.075,BARO0,31.24,95105
10184,101.085,BARO0,31.26,95120
10185,101.095,BARO0,31.24,95118
10186,101.105,BARO0,31.25,95122
10187,101.115,BARO0,31.25,95122
10188,101.125,BARO0,31.24,95121
10189,101.135,BARO0,31.26,95122
10190,101.145,BARO0,31.24,95116
10191,101.155,BARO0,31.25,95126
10192,101.165,BARO0,31.23,95083
10193,101.175,BARO0,31.26,95092
10194,101.185,BARO0,31.25,95077
10195,101.195,BARO0,31.24,95073
10196,101.205,BARO0,31.24,95036
10197,101.215,BARO0,31.24,95036
10198,101.225,BARO0,31.25,95038
10199,101.235,BARO0,31.25,95032
10200,101.245,BARO0,31.26,95033
10201,101.255,BARO0,31.24,95023
10202,101.265,BARO0,31.27,95033
10203,101.275,BARO0,31.25,94996
10204,101.285,BARO0,31.26,95017
10205,101.295,BARO0,31.25,95019
10206,101.305,BARO0,31.24,95025
10207,101.315,BARO0,31.24,95043
10208,101.325,BARO0,31.24,95025
10209,101.335,BARO0,31.23,95050
10210,101.345,BARO0,31.24,95017
10211,101.355,BARO0,31.24,95023
10212,101.365,BARO0,31.24,95057
10213,101.375,BARO0,31.23,95063
10214,101.385,BARO0,31.24,95053
10215,101.395,BARO0,31.26,95050
10216,101.405,BARO0,31.24,95053
10217,101.415,BARO0,31.24,95064
10218,101.425,BARO0,31.24,95060
10219,101.435,BARO0,31.23,95043
10220,101.445,BARO0,31.25,95072
10221,101.455,BARO0,31.19,95039
10222,101.465,BARO0,31.22,95070
10223,101.475,BARO0,31.2,95066
10224,101.485,BARO0,31.25,95090
10225,101.495,BARO0,31.22,95069
10226,101.505,BARO0,31.23,95068
10227,101.515,BARO0,31.23,95079
10228,101.525,BARO0,31.23,95072
10229,101.535,BARO0,31.24,95092
10230,101.545,BARO0,31.25,95106
10231,101.555,BARO0,31.23,95070
10232,101.565,BARO0,31.23,95068
10233,101.575,BARO0,31.21,95081
10234,101.585,BARO0,31.23,95103
10235,101.595,BARO0,31.25,95092
10236,101.605,BARO0,31.22,95103
10237,101.615,BARO0,31.23,95115
10238,101.625,BARO0,31.23,95104
10239,101.635,BARO0,31.22,95100
10240,101.645,BARO0,31.21,95127
10241,101.655,BARO0,31.22,95132
10242,101.665,BARO0,31.21,95150
10243,101.675,BARO0,31.22,95135
10244,101.685,BARO0,31.24,95161
10245,101.695,BARO0,31.23,95191
10246,101.705,BARO0,31.23,95198
10247,101.715,BARO0,31.22,95197
10248,101.725,BARO0,31.23,95229
10249,101.735,BARO0,31.23,95237
10250,101.745,BARO0,31.25,95231
10251,101.755,BARO0,31.24,95243
10252,101.765,BARO0,31.21,95234
10253,101.775,BARO0,31.23,95264
10254,101.785,BARO0,31.23,95244
10255,101.795,BARO0,31.21,95267
10256,101.805,BARO0,31.23,95270
10257,101.815,BARO0,31.23,95268
10258,101.825,BARO0,31.23,95283
10259,101.835,BARO0,31.24,95294
10260,101.845,BARO0,31.25,95307
10261,101.855,BARO0,31.22,95296
10262,101.865,BARO0,31.25,95285
10263,101.875,BARO0,31.22,95291
10264,101.885,BARO0,31.24,95281
10265,101.895,BARO0,31.23,95290
10266,101.905,BARO0,31.22,95289
10267,101.915,BARO0,31.23,95280
10268,101.925,BARO0,31.23,95278
10269,101.935,BARO0,31.24,95273
10270,101.945,BARO0,31.23,95256
10271,101.955,BARO0,31.23,95261
10272,101.965,BARO0,31.22,95234
10273,101.975,BARO0,31.22,95266
10274,101.985,BARO0,31.23,95261
10275,101.995,BARO0,31.23,95264
10276,102.005,BARO0,31.23,95270
10277,102.015,BARO0,31.22,95260
10278,102.025,BARO0,31.22,95252
10279,102.035,BARO0,31.22,95247
10280,102.045,BARO0,31.22,95245
10281,102.055,BARO0,31.22,95253
10282,102.065,BARO0,31.21,95246
10283,102.075,BARO0,31.22,95281
10284,102.085,BARO0,31.22,95269
10285,102.095,BARO0,31.21,95254
10286,102.105,BARO0,31.22,95253
10287,102.115,BARO0,31.22,95248
10288,102.125,BARO0,31.22,95244
10289,102.135,BARO0,31.22,95241
10290,102.145,BARO0,31.22,95242
10291,102.155,BARO0,31.21,95250
10292,102.165,BARO0,31.19,95255
10293,102.175,BARO0,31.21,95280
10294,102.185,BARO0,31.23,95263
10295,102.195,BARO0,31.22,95268
10296,102.205,BARO0,31.19,95281
10297,102.215,BARO0,31.21,95303
10298,102.225,BARO0,31.2,95295
10299,102.235,BARO0,31.19,95292
10300,102.245,BARO0,31.2,95310
10301,102.255,BARO0,31.21,95299
10302,102.265,BARO0,31.2,95291
10303,102.275,BARO0,31.21,95295
10304,102.285,BARO0,31.21,95294
10305,102.295,BARO0,31.21,95317
10306,102.305,BARO0,31.19,95302
10307,102.315,BARO0,31.2,95294
10308,102.325,BARO0,31.21,95339
10309,102.335,BARO0,31.22,95304
10310,102.345,BARO0,31.19,95346
10311,102.355,BARO0,31.21,95318
10312,102.365,BARO0,31.2,95337
10313,102.375,BARO0,31.19,95342
10314,102.385,BARO0,31.2,95340
10315,102.395,BARO0,31.18,95345
10316,102.405,BARO0,31.2,95339
10317,102.415,BARO0,31.2,95349
10318,102.425,BARO0,31.2,95359
10319,102.435,BARO0,31.21,95348
10320,102.445,BARO0,31.19,95349
10321,102.455,BARO0,31.18,95373
10322,102.465,BARO0,31.19,95348
10323,102.475,BARO0,31.19,95349
10324,102.485,BARO0,31.19,95366
10325,102.495,BARO0,31.19,95364
10326,102.505,BARO0,31.19,95363
10327,102.515,BARO0,31.19,95381
10328,102.525,BARO0,31.19,95372
10329,102.535,BARO0,31.21,95384
10330,102.545,BARO0,31.21,95361
10331,102.555,BARO0,31.19,95369
10332,102.565,BARO0,31.18,95360
10333,102.575,BARO0,31.17,95367
10334,102.585,BARO0,31.19,95363
10335,102.595,BARO0,31.18,95356
10336,102.605,BARO0,31.18,95358
10337,102.615,BARO0,31.18,95366
10338,102.625,BARO0,31.19,95390
10339,102.635,BARO0,31.2,95377
10340,102.645,BARO0,31.2,95368
10341,102.655,BARO0,31.2,95370
10342,102.665,BARO0,31.18,95385
10343,102.675,BARO0,31.19,95393
10344,102.685,BARO0,31.18,95413
10345,102.695,BARO0,31.2,95430
10346,102.705,BARO0,31.18,95419
10347,102.715,BARO0,31.18,95427
10348,102.725,BARO0,31.19,95444
10349,102.735,BARO0,31.2,95440
10350,102.745,BARO0,31.18,95433
10351,102.755,BARO0,31.19,95460
10352,102.765,BARO0,31.17,95465
10353,102.775,BARO0,31.2,95445
10354,102.785,BARO0,31.17,95459
10355,102.795,BARO0,31.19,95478
10356,102.805,BARO0,31.17,95476
10357,102.815,BARO0,31.18,95485
10358,102.825,BARO0,31.17,95482
10359,102.835,BARO0,31.18,95474
10360,102.845,BARO0,31.17,95497
10361,102.855,BARO0,31.19,95498
10362,102.865,BARO0,31.15,95519
10363,102.875,BARO0,31.17,95503
10364,102.885,BARO0,31.18,95503
10365,102.895,BARO0,31.19,95510
10366,102.905,BARO0,31.17,95509
10367,102.915,BARO0,31.17,95513
10368,102.925,BARO0,31.18,95498
10369,102.935,BARO0,31.18,95505
10370,102.945,BARO0,31.17,95517
10371,102.955,BARO0,31.19,95505
10372,102.965,BARO0,31.19,95548
10373,102.975,BARO0,31.17,95521
10374,102.985,BARO0,31.17,95514
10375,102.995,BARO0,31.18,95536
10376,103.005,BARO0,31.17,95528
10377,103.015,BARO0,31.16,95544
10378,103.025,BARO0,31.16,95533
10379,103.035,BARO0,31.16,95538
10380,103.045,BARO0,31.16,95525
10381,103.055,BARO0,31.17,95558
10382,103.065,BARO0,31.17,95570
10383,103.075,BARO0,31.16,95553
10384,103.085,BARO0,31.16,95548
10385,103.095,BARO0,31.16,95553
10386,103.105,BARO0,31.16,95568
10387,103.115,BARO0,31.17,95565
10388,103.125,BARO0,31.17,95565
10389,103.135,BARO0,31.18,95553
10390,103.145,BARO0,31.17,95558
10391,103.155,BARO0,31.15,95566
10392,103.165,BARO0,31.16,95527
10393,103.175,BARO0,31.17,95528
10394,103.185,BARO0,31.16,95539
10395,103.195,BARO0,31.15,95545
10396,103.205,BARO0,31.15,95541
10397,103.215,BARO0,31.15,95525
10398,103.225,BARO0,31.15,95549
10399,103.235,BARO0,31.15,95546
10400,103.245,BARO0,31.15,95530
10401,103.255,BARO0,31.15,95537
10402,103.265,BARO0,31.15,95537
10403,103.275,BARO0,31.15,95528
10404,103.285,BARO0,31.15,95544
10405,103.295,BARO0,31.14,95537
10406,103.305,BARO0,31.14,95539
10407,103.315,BARO0,31.16,95540
10408,103.325,BARO0,31.15,95550
10409,103.335,BARO0,31.15,95547
10410,103.345,BARO0,31.15,95578
10411,103.355,BARO0,31.14,95555
10412,103.365,BARO0,31.14,95550
10413,103.375,BARO0,31.15,95560
10414,103.385,BARO0,31.15,95556
10415,103.395,BARO0,31.16,95581
10416,103.405,BARO0,31.15,95578
10417,103.415,BARO0,31.14,95598
10418,103.425,BARO0,31.13,95587
10419,103.435,BARO0,31.14,95597
10420,103.445,BARO0,31.14,95600
10421,103.455,BARO0,31.13,95586
10422,103.465,BARO0,31.14,95626
10423,103.475,BARO0,31.14,95620
10424,103.485,BARO0,31.13,95601
10425,103.495,BARO0,31.13,95634
10426,103.505,BARO0,31.14,95651
10427,103.515,BARO0,31.14,95640
10428,103.525,BARO0,31.14,95652
10429,103.535,BARO0,31.14,95643
10430,103.545,BARO0,31.14,95660
10431,103.555,BARO0,31.13,95690
10432,103.565,BARO0,31.14,95707
10433,103.575,BARO0,31.13,95713
10434,103.585,BARO0,31.15,95727
10435,103.595,BARO0,31.14,95731
10436,103.605,BARO0,31.14,95742
10437,103.615,BARO0,31.15,95742
10438,103.625,BARO0,31.15,95771
10439,103.635,BARO0,31.14,95739
10440,103.645,BARO0,31.13,95741
10441,103.655,BARO0,31.14,95747
10442,103.665,BARO0,31.14,95750
10443,103.675,BARO0,31.15,95760
10444,103.685,BARO0,31.13,95742
10445,103.695,BARO0,31.14,95759
10446,103.705,BARO0,31.14,95754
10447,103.715,BARO0,31.14,95761
10448,103.725,BARO0,31.14,95772
10449,103.735,BARO0,31.14,95769
10450,103.745,BARO0,31.13,95757
10451,103.755,BARO0,31.12,95760
10452,103.765,BARO0,31.16,95777
10453,103.775,BARO0,31.13,95736
10454,103.785,BARO0,31.14,95772
10455,103.795,BARO0,31.15,95738
10456,103.805,BARO0,31.14,95713
10457,103.815,BARO0,31.13,95706
10458,103.825,BARO0,31.14,95716
10459,103.835,BARO0,31.13,95714
10460,103.845,BARO0,31.14,95686
10461,103.855,BARO0,31.14,95690
10462,103.865,BARO0,31.14,95673
10463,103.875,BARO0,31.12,95688
10464,103.885,BARO0,31.14,95698
10465,103.895,BARO0,31.14,95698
10466,103.905,BARO0,31.13,95688
10467,103.915,BARO0,31.13,95700
10468,103.925,BARO0,31.12,95688
10469,103.935,BARO0,31.13,95679
10470,103.945,BARO0,31.13,95693
10471,103.955,BARO0,31.13,95681
10472,103.965,BARO0,31.14,95711
10473,103.975,BARO0,31.14,95712
10474,103.985,BARO0,31.13,95716
10475,103.995,BARO0,31.12,95712
10476,104.005,BARO0,31.12,95726
10477,104.015,BARO0,31.11,95723
10478,104.025,BARO0,31.12,95723
10479,104.035,BARO0,31.11,95731
10480,104.045,BARO0,31.12,95736
10481,104.055,BARO0,31.13,95732
10482,104.065,BARO0,31.13,95729
10483,104.075,BARO0,31.12,95743
10484,104.085,BARO0,31.12,95708
10485,104.095,BARO0,31.1,95736
10486,104.105,BARO0,31.11,95736
10487,104.115,BARO0,31.11,95755
10488,104.125,BARO0,31.11,95751
10489,104.135,BARO0,31.14,95778
10490,104.145,BARO0,31.13,95756
10491,104.155,BARO0,31.12,95765
10492,104.165,BARO0,31.1,95762
10493,104.175,BARO0,31.12,95780
10494,104.185,BARO0,31.1,95778
10495,104.195,BARO0,31.11,95788
10496,104.205,BARO0,31.1,95780
10497,104.215,BARO0,31.11,95801
10498,104.225,BARO0,31.11,95810
10499,104.235,BARO0,31.12,95799
10500,104.245,BARO0,31.11,95812
10501,104.255,BARO0,31.12,95794
10502,104.265,BARO0,31.1,95826
10503,104.275,BARO0,31.11,95829
10504,104.285,BARO0,31.11,95844
10505,104.295,BARO0,31.11,95848
10506,104.305,BARO0,31.11,95849
10507,104.315,BARO0,31.11,95853
10508,104.325,BARO0,31.11,95894
10509,104.335,BARO0,31.12,95860
10510,104.345,BARO0,31.13,95885
10511,104.355,BARO0,31.11,95892
10512,104.365,BARO0,31.11,95892
10513,104.375,BARO0,31.08,95898
10514,104.385,BARO0,31.12,95910
10515,104.395,BARO0,31.11,95928
10516,104.405,BARO0,31.1,95936
10517,104.415,BARO0,31.11,95925
10518,104.425,BARO0,31.11,95936
10519,104.435,BARO0,31.09,95926
10520,104.445,BARO0,31.11,95917
10521,104.455,BARO0,31.13,95908
10522,104.465,BARO0,31.11,95943
10523,104.475,BARO0,31.1,95921
10524,104.485,BARO0,31.11,95927
10525,104.495,BARO0,31.12,95909
10526,104.505,BARO0,31.11,95917
10527,104.515,BARO0,31.1,95908
10528,104.525,BARO0,31.1,95890
10529,104.535,BARO0,31.12,95895
10530,104.545,BARO0,31.11,95893
10531,104.555,BARO0,31.11,95908
10532,104.565,BARO0,31.1,95881
10533,104.575,BARO0,31.1,95891
10534,104.585,BARO0,31.11,95869
10535,104.595,BARO0,31.11,95859
10536,104.605,BARO0,31.11,95872
10537,104.615,BARO0,31.1,95886
10538,104.625,BARO0,31.1,95880
10539,104.635,BARO0,31.09,95870
10540,104.645,BARO0,31.12,95860
10541,104.655,BARO0,31.1,95861
10542,104.665,BARO0,31.11,95850
10543,104.675,BARO0,31.09,95845
10544,104.685,BARO0,31.11,95873
10545,104.695,BARO0,31.08,95880
10546,104.705,BARO0,31.09,95901
10547,104.715,BARO0,31.09,95890
10548,104.725,BARO0,31.09,95913
10549,104.735,BARO0,31.1,95923
10550,104.745,BARO0,31.09,95911
10551,104.755,BARO0,31.1,95928
10552,104.765,BARO0,31.11,95953
10553,104.775,BARO0,31.1,95963
10554,104.785,BARO0,31.1,95963
10555,104.795,BARO0,31.1,95982
10556,104.805,BARO0,31.1,95990
10557,104.815,BARO0,31.09,96008
10558,104.825,BARO0,31.1,96053
10559,104.835,BARO0,31.09,96034
10560,104.845,BARO0,31.07,96043
10561,104.855,BARO0,31.11,96061
10562,104.865,BARO0,31.08,96075
10563,104.875,BARO0,31.08,96110
10564,104.885,BARO0,31.07,96095
10565,104.895,BARO0,31.09,96113
10566,104.905,BARO0,31.09,96128
10567,104.915,BARO0,31.09,96134
10568,104.925,BARO0,31.09,96126
10569,104.935,BARO0,31.09,96132
10570,104.945,BARO0,31.08,96145
10571,104.955,BARO0,31.09,96151
10572,104.965,BARO0,31.09,96127
10573,104.975,BARO0,31.1,96141
10574,104.985,BARO0,31.08,96159
10575,104.995,BARO0,31.09,96147
10576,105.005,BARO0,31.09,96151
10577,105.015,BARO0,31.09,96152
10578,105.025,BARO0,31.08,96129
10579,105.035,BARO0,31.09,96147
10580,105.045,BARO0,31.08,96125
10581,105.055,BARO0,31.08,96136
10582,105.065,BARO0,31.09,96121
10583,105.075,BARO0,31.07,96113
10584,105.085,BARO0,31.09,96100
10585,105.095,BARO0,31.08,96104
10586,105.105,BARO0,31.09,96090
10587,105.115,BARO0,31.08,96079
10588,105.125,BARO0,31.08,96049
10589,105.135,BARO0,31.07,96081
10590,105.145,BARO0,31.07,96076
10591,105.155,BARO0,31.07,96058
10592,105.165,BARO0,31.08,96081
10593,105.175,BARO0,31.08,96076
10594,105.185,BARO0,31.08,96080
10595,105.195,BARO0,31.07,96078
10596,105.205,BARO0,31.07,96083
10597,105.215,BARO0,31.08,96097
10598,105.225,BARO0,31.07,96096
10599,105.235,BARO0,31.08,96090
10600,105.245,BARO0,31.08,96095
10601,105.255,BARO0,31.09,96084
10602,105.265,BARO0,31.07,96100
10603,105.275,BARO0,31.07,96089
10604,105.285,BARO0,31.09,96102
10605,105.295,BARO0,31.09,96112
10606,105.305,BARO0,31.08,96096
10607,105.315,BARO0,31.07,96109
10608,105.325,BARO0,31.06,96110
10609,105.335,BARO0,31.06,96119
10610,105.345,BARO0,31.05,96107
10611,105.355,BARO0,31.09,96148
10612,105.365,BARO0,31.07,96163
10613,105.375,BARO0,31.07,96137
10614,105.385,BARO0,31.08,96157
10615,105.395,BARO0,31.06,96144
10616,105.405,BARO0,31.07,96163
10617,105.415,BARO0,31.07,96168
10618,105.425,BARO0,31.07,96186
10619,105.435,BARO0,31.06,96201
10620,105.445,BARO0,31.07,96218
10621,105.455,BARO0,31.06,96205
10622,105.465,BARO0,31.06,96185
10623,105.475,BARO0,31.06,96226
10624,105.485,BARO0,31.07,96182
10625,105.495,BARO0,31.06,96183
10626,105.505,BARO0,31.05,96193
10627,105.515,BARO0,31.07,96202
10628,105.525,BARO0,31.06,96208
10629,105.535,BARO0,31.05,96200
10630,105.545,BARO0,31.06,96221
10631,105.555,BARO0,31.04,96216
10632,105.565,BARO0,31.04,96242
10633,105.575,BARO0,31.07,96238
10634,105.585,BARO0,31.09,96235
10635,105.595,BARO0,31.07,96252
10636,105.605,BARO0,31.05,96231
10637,105.615,BARO0,31.07,96229
10638,105.625,BARO0,31.06,96224
10639,105.635,BARO0,31.07,96223
10640,105.645,BARO0,31.06,96212
10641,105.655,BARO0,31.04,96212
10642,105.665,BARO0,31.07,96201
10643,105.675,BARO0,31.05,96205
10644,105.685,BARO0,31.07,96196
10645,105.695,BARO0,31.08,96214
10646,105.705,BARO0,31.05,96209
10647,105.715,BARO0,31.05,96207
10648,105.725,BARO0,31.06,96223
10649,105.735,BARO0,31.06,96212
10650,105.745,BARO0,31.06,96204
10651,105.755,BARO0,31.07,96242
10652,105.765,BARO0,31.03,96205
10653,105.775,BARO0,31.05,96223
10654,105.785,BARO0,31.05,96212
10655,105.795,BARO0,31.05,96211
10656,105.805,BARO0,31.04,96203
10657,105.815,BARO0,31.05,96219
10658,105.825,BARO0,31.04,96208
10659,105.835,BARO0,31.02,96206
10660,105.845,BARO0,31.04,96219
10661,105.855,BARO0,31.04,96236
10662,105.865,BARO0,31.05,96227
10663,105.875,BARO0,31.06,96240
10664,105.885,BARO0,31.04,96206
10665,105.895,BARO0,31.04,96219
10666,105.905,BARO0,31.04,96229
10667,105.915,BARO0,31.04,96238
10668,105.925,BARO0,31.04,96233
10669,105.935,BARO0,31.04,96262
10670,105.945,BARO0,31.04,96278
10671,105.955,BARO0,31.04,96255
10672,105.965,BARO0,31.04,96297
10673,105.975,BARO0,31.03,96263
10674,105.985,BARO0,31.04,96318
10675,105.995,BARO0,31.04,96290
10676,106.005,BARO0,31.04,96311
10677,106.015,BARO0,31.04,96319
10678,106.025,BARO0,31.04,96333
10679,106.035,BARO0,31.04,96348
10680,106.045,BARO0,31.02,96346
10681,106.055,BARO0,31.04,96377
10682,106.065,BARO0,31.06,96380
10683,106.075,BARO0,31.04,96403
10684,106.085,BARO0,31.03,96399
10685,106.095,BARO0,31.03,96410
10686,106.105,BARO0,31.04,96419
10687,106.115,BARO0,31.04,96420
10688,106.125,BARO0,31.04,96420
10689,106.135,BARO0,31.06,96428
10690,106.145,BARO0,31.05,96437
10691,106.155,BARO0,31.03,96401
10692,106.165,BARO0,31.04,96427
10693,106.175,BARO0,31.04,96414
10694,106.185,BARO0,31.03,96387
10695,106.195,BARO0,31.04,96411
10696,106.205,BARO0,31.03,96389
10697,106.215,BARO0,31.03,96364
10698,106.225,BARO0,31.03,96346
10699,106.235,BARO0,31.03,96352
10700,106.245,BARO0,31.07,96328
10701,106.255,BARO0,31.03,96298
10702,106.265,BARO0,31.03,96341
10703,106.275,BARO0,31.02,96298
10704,106.285,BARO0,31.03,96302
10705,106.295,BARO0,31.03,96311
10706,106.305,BARO0,31.03,96302
10707,106.315,BARO0,31.03,96310
10708,106.325,BARO0,31.04,96290
10709,106.335,BARO0,31.04,96333
10710,106.345,BARO0,31.02,96338
10711,106.355,BARO0,31.03,96325
10712,106.365,BARO0,31.03,96304
10713,106.375,BARO0,31.05,96324
10714,106.385,BARO0,31.01,96325
10715,106.395,BARO0,31.03,96339
10716,106.405,BARO0,31.02,96315
10717,106.415,BARO0,31.02,96341
10718,106.425,BARO0,31.02,96326
10719,106.435,BARO0,31.01,96305
10720,106.445,BARO0,31.03,96329
10721,106.455,BARO0,31.01,96377
10722,106.465,BARO0,31.02,96358
10723,106.475,BARO0,31.0,96357
10724,106.485,BARO0,31.03,96356
10725,106.495,BARO0,31.04,96345
10726,106.505,BARO0,31.01,96364
10727,106.515,BARO0,31.01,96378
10728,106.525,BARO0,31.02,96361
10729,106.535,BARO0,31.01,96372
10730,106.545,BARO0,31.03,96414
10731,106.555,BARO0,31.02,96386
10732,106.565,BARO0,31.0,96422
10733,106.575,BARO0,31.03,96392
10734,106.585,BARO0,31.03,96414
10735,106.595,BARO0,31.04,96428
10736,106.605,BARO0,31.02,96440
10737,106.615,BARO0,31.02,96456
10738,106.625,BARO0,31.01,96458
10739,106.635,BARO0,31.02,96477
10740,106.645,BARO0,31.01,96492
10741,106.655,BARO0,31.03,96528
10742,106.665,BARO0,31.03,96537
10743,106.675,BARO0,31.02,96538
10744,106.685,BARO0,31.02,96578
10745,106.695,BARO0,31.02,96580
10746,106.705,BARO0,31.0,96586
10747,106.715,BARO0,31.01,96592
10748,106.725,BARO0,31.0,96577
10749,106.735,BARO0,31.02,96638
10750,106.745,BARO0,31.0,96609
10751,106.755,BARO0,31.02,96637
10752,106.765,BARO0,31.03,96664
10753,106.775,BARO0,31.03,96609
10754,106.785,BARO0,31.02,96623
10755,106.795,BARO0,31.0,96630
10756,106.805,BARO0,31.01,96618
10757,106.815,BARO0,31.01,96631
10758,106.825,BARO0,31.01,96644
10759,106.835,BARO0,31.02,96623
10760,106.845,BARO0,31.03,96610
10761,106.855,BARO0,31.0,96616
10762,106.865,BARO0,31.0,96590
10763,106.875,BARO0,30.99,96578
10764,106.885,BARO0,31.01,96573
10765,106.895,BARO0,31.0,96567
10766,106.905,BARO0,31.0,96573
10767,106.915,BARO0,31.0,96562
10768,106.925,BARO0,31.01,96562
10769,106.935,BARO0,30.99,96553
10770,106.945,BARO0,31.01,96548
10771,106.955,BARO0,31.0,96540
10772,106.965,BARO0,31.0,96521
10773,106.975,BARO0,30.99,96522
10774,106.985,BARO0,30.98,96489
10775,106.995,BARO0,31.0,96497
10776,107.005,BARO0,31.0,96497
10777,107.015,BARO0,30.99,96512
10778,107.025,BARO0,31.01,96532
10779,107.035,BARO0,30.99,96509
10780,107.045,BARO0,31.0,96525
10781,107.055,BARO0,31.01,96503
10782,107.065,BARO0,31.0,96528
10783,107.075,BARO0,31.01,96526
10784,107.085,BARO0,30.99,96531
10785,107.095,BARO0,31.0,96526
10786,107.105,BARO0,31.0,96525
10787,107.115,BARO0,31.0,96538
10788,107.125,BARO0,30.99,96543
10789,107.135,BARO0,30.99,96537
10790,107.145,BARO0,30.99,96562
10791,107.155,BARO0,31.0,96536
10792,107.165,BARO0,31.01,96555
10793,107.175,BARO0,31.01,96548
10794,107.185,BARO0,31.0,96559
10795,107.195,BARO0,30.99,96575
10796,107.205,BARO0,30.99,96562
10797,107.215,BARO0,31.0,96566
10798,107.225,BARO0,30.99,96581
10799,107.235,BARO0,30.99,96597
10800,107.245,BARO0,30.99,96600
10801,107.255,BARO0,31.0,96587
10802,107.265,BARO0,30.97,96630
10803,107.275,BARO0,31.0,96626
10804,107.285,BARO0,30.99,96636
10805,107.295,BARO0,31.0,96653
10806,107.305,BARO0,31.0,96672
10807,107.315,BARO0,31.0,96686
10808,107.325,BARO0,31.0,96706
10809,107.335,BARO0,31.0,96706
10810,107.345,BARO0,30.99,96722
10811,107.355,BARO0,31.0,96730
10812,107.365,BARO0,31.0,96768
10813,107.375,BARO0,30.99,96787
10814,107.385,BARO0,30.99,96785
10815,107.395,BARO0,30.99,96798
10816,107.405,BARO0,31.0,96790
10817,107.415,BARO0,30.99,96798
10818,107.425,BARO0,30.99,96812
10819,107.435,BARO0,30.99,96817
10820,107.445,BARO0,30.99,96817
10821,107.455,BARO0,30.99,96813
10822,107.465,BARO0,30.98,96794
10823,107.475,BARO0,30.98,96798
10824,107.485,BARO0,30.99,96806
10825,107.495,BARO0,30.98,96795
10826,107.505,BARO0,30.99,96792
10827,107.515,BARO0,30.99,96782
10828,107.525,BARO0,31.0,96782
10829,107.535,BARO0,31.0,96795
10830,107.545,BARO0,31.0,96761
10831,107.555,BARO0,30.99,96732
10832,107.565,BARO0,31.0,96759
10833,107.575,BARO0,30.99,96724
10834,107.585,BARO0,31.0,96726
10835,107.595,BARO0,30.98,96665
10836,107.605,BARO0,30.99,96674
10837,107.615,BARO0,31.0,96670
10838,107.625,BARO0,30.99,96682
10839,107.635,BARO0,31.0,96670
10840,107.645,BARO0,30.98,96652
10841,107.655,BARO0,30.98,96652
10842,107.665,BARO0,30.98,96641
10843,107.675,BARO0,30.99,96656
10844,107.685,BARO0,30.98,96654
10845,107.695,BARO0,30.99,96649
10846,107.705,BARO0,30.98,96647
10847,107.715,BARO0,30.98,96654
10848,107.725,BARO0,30.99,96673
10849,107.735,BARO0,31.0,96652
10850,107.745,BARO0,30.98,96651
10851,107.755,BARO0,30.99,96664
10852,107.765,BARO0,30.97,96683
10853,107.775,BARO0,30.97,96674
10854,107.785,BARO0,30.96,96691
10855,107.795,BARO0,30.99,96712
10856,107.805,BARO0,30.98,96698
10857,107.815,BARO0,30.98,96713
10858,107.825,BARO0,30.98,96723
10859,107.835,BARO0,30.98,96735
10860,107.845,BARO0,30.96,96717
10861,107.855,BARO0,31.0,96752
10862,107.865,BARO0,30.99,96731
10863,107.875,BARO0,30.98,96742
10864,107.885,BARO0,30.96,96733
10865,107.895,BARO0,30.98,96763
10866,107.905,BARO0,30.98,96779
10867,107.915,BARO0,30.98,96781
10868,107.925,BARO0,30.98,96785
10869,107.935,BARO0,30.98,96792
10870,107.945,BARO0,30.99,96819
10871,107.955,BARO0,30.98,96825
10872,107.965,BARO0,30.98,96831
10873,107.975,BARO0,30.98,96862
10874,107.985,BARO0,30.97,96877
10875,107.995,BARO0,30.96,96914
10876,108.005,BARO0,30.97,96935
10877,108.015,BARO0,30.98,96944
10878,108.025,BARO0,30.97,96948
10879,108.035,BARO0,30.97,96934
10880,108.045,BARO0,30.97,96946
10881,108.055,BARO0,30.99,96980
10882,108.065,BARO0,30.99,96950
10883,108.075,BARO0,30.97,96967
10884,108.085,BARO0,30.97,96947
10885,108.095,BARO0,30.99,96977
10886,108.105,BARO0,30.97,96967
10887,108.115,BARO0,30.98,96978
10888,108.125,BARO0,30.96,96966
10889,108.135,BARO0,30.97,96991
10890,108.145,BARO0,30.97,96976
10891,108.155,BARO0,30.95,96962
