,ts,id,T,P
0,-0.755,BARO0,41.18,99694
1,-0.745,BARO0,41.19,99696
2,-0.735,BARO0,41.19,99688
3,-0.725,BARO0,41.19,99704
4,-0.715,BARO0,41.17,99679
5,-0.705,BARO0,41.2,99693
6,-0.695,BARO0,41.18,99678
7,-0.685,BARO0,41.19,99674
8,-0.675,BARO0,41.2,99703
9,-0.665,BARO0,41.19,99707
10,-0.655,BARO0,41.17,99685
11,-0.645,BARO0,41.19,99683
12,-0.635,BARO0,41.19,99693
13,-0.625,BARO0,41.19,99687
14,-0.615,BARO0,41.19,99702
15,-0.605,BARO0,41.21,99685
16,-0.595,BARO0,41.19,99685
17,-0.585,BARO0,41.19,99681
18,-0.575,BARO0,41.19,99707
19,-0.565,BARO0,41.21,99681
20,-0.555,BARO0,41.19,99695
21,-0.545,BARO0,41.19,99701
22,-0.535,BARO0,41.18,99698
23,-0.525,BARO0,41.19,99673
24,-0.515,BARO0,41.18,99674
25,-0.505,BARO0,41.19,99706
26,-0.495,BARO0,41.22,99707
27,-0.485,BARO0,41.18,99684
28,-0.475,BARO0,41.2,99692
29,-0.465,BARO0,41.18,99701
30,-0.455,BARO0,41.19,99705
31,-0.445,BARO0,41.19,99698
32,-0.435,BARO0,41.18,99701
33,-0.425,BARO0,41.18,99679
34,-0.415,BARO0,41.17,99701
35,-0.405,BARO0,41.2,99703
36,-0.395,BARO0,41.21,99702
37,-0.385,BARO0,41.18,99680
38,-0.375,BARO0,41.19,99676
39,-0.365,BARO0,41.18,99691
40,-0.355,BARO0,41.2,99704
41,-0.345,BARO0,41.18,99666
42,-0.335,BARO0,41.18,99696
43,-0.325,BARO0,41.19,99711
44,-0.315,BARO0,41.18,99710
45,-0.305,BARO0,41.18,99677
46,-0.295,BARO0,41.19,99719
47,-0.285,BARO0,41.19,99669
48,-0.275,BARO0,41.19,99703
49,-0.265,BARO0,41.19,99754
50,-0.255,BARO0,41.18,99695
51,-0.245,BARO0,41.19,99706
52,-0.235,BARO0,41.18,99723
53,-0.225,BARO0,41.19,99687
54,-0.215,BARO0,41.2,99655
55,-0.205,BARO0,41.18,99685
56,-0.195,BARO0,41.17,99679
57,-0.185,BARO0,41.2,99711
58,-0.175,BARO0,41.2,99749
59,-0.165,BARO0,41.2,99675
60,-0.155,BARO0,41.21,99679
61,-0.145,BARO0,41.19,99703
62,-0.135,BARO0,41.19,99712
63,-0.125,BARO0,41.19,99724
64,-0.115,BARO0,41.17,99672
65,-0.105,BARO0,41.21,99725
66,-0.095,BARO0,41.18,99683
67,-0.085,BARO0,41.18,99635
68,-0.075,BARO0,41.19,99705
69,-0.065,BARO0,41.18,99770
70,-0.055,BARO0,41.19,99687
71,-0.045,BARO0,41.19,99667
72,-0.035,BARO0,41.19,99691
73,-0.025,BARO0,41.19,99669
74,-0.015,BARO0,41.2,99660
75,-0.005,BARO0,41.18,99688
76,0.005,BARO0,41.23,99660
77,0.015,BARO0,41.18,99654
78,0.025,BARO0,41.19,99669
79,0.035,BARO0,41.19,99707
80,0.045,BARO0,41.21,99642
81,0.055,BARO0,41.19,99668
82,0.065,BARO0,41.19,99663
83,0.075,BARO0,41.18,99648
84,0.085,BARO0,41.19,99639
85,0.095,BARO0,41.19,99670
86,0.105,BARO0,41.17,99633
87,0.115,BARO0,41.19,99641
88,0.125,BARO0,41.17,99634
89,0.135,BARO0,41.19,99640
90,0.145,BARO0,41.17,99633
91,0.155,BARO0,41.19,99623
92,0.165,BARO0,41.19,99613
93,0.175,BARO0,41.19,99627
94,0.185,BARO0,41.19,99604
95,0.195,BARO0,41.2,99614
96,0.205,BARO0,41.19,99630
97,0.215,BARO0,41.18,99603
98,0.225,BARO0,41.2,99613
99,0.235,BARO0,41.17,99602
100,0.245,BARO0,41.19,99610
101,0.255,BARO0,41.19,99593
102,0.265,BARO0,41.19,99585
103,0.275,BARO0,41.18,99591
104,0.285,BARO0,41.18,99555
105,0.295,BARO0,41.19,99580
106,0.305,BARO0,41.19,99542
107,0.315,BARO0,41.2,99550
108,0.325,BARO0,41.18,99568
109,0.335,BARO0,41.17,99543
110,0.345,BARO0,41.2,99554
111,0.355,BARO0,41.18,99551
112,0.365,BARO0,41.18,99539
113,0.375,BARO0,41.19,99534
114,0.385,BARO0,41.2,99514
115,0.395,BARO0,41.18,99555
116,0.405,BARO0,41.2,99523
117,0.415,BARO0,41.17,99511
118,0.425,BARO0,41.19,99495
119,0.435,BARO0,41.17,99477
120,0.445,BARO0,41.18,99480
121,0.455,BARO0,41.17,99482
122,0.465,BARO0,41.18,99478
123,0.475,BARO0,41.18,99453
124,0.485,BARO0,41.19,99456
125,0.495,BARO0,41.19,99463
126,0.505,BARO0,41.18,99435
127,0.515,BARO0,41.18,99434
128,0.525,BARO0,41.18,99426
129,0.535,BARO0,41.17,99414
130,0.545,BARO0,41.19,99409
131,0.555,BARO0,41.19,99409
132,0.565,BARO0,41.18,99405
133,0.575,BARO0,41.18,99404
134,0.585,BARO0,41.19,99361
135,0.595,BARO0,41.17,99378
136,0.605,BARO0,41.19,99376
137,0.615,BARO0,41.19,99350
138,0.625,BARO0,41.19,99375
139,0.635,BARO0,41.16,99339
140,0.645,BARO0,41.18,99336
141,0.655,BARO0,41.18,99335
142,0.665,BARO0,41.18,99337
143,0.675,BARO0,41.19,99334
144,0.685,BARO0,41.19,99299
145,0.695,BARO0,41.19,99312
146,0.705,BARO0,41.19,99314
147,0.715,BARO0,41.18,99273
148,0.725,BARO0,41.18,99273
149,0.735,BARO0,41.17,99248
150,0.745,BARO0,41.18,99255
151,0.755,BARO0,41.19,99244
152,0.765,BARO0,41.19,99232
153,0.775,BARO0,41.18,99234
154,0.785,BARO0,41.19,99218
155,0.795,BARO0,41.18,99211
156,0.805,BARO0,41.19,99191
157,0.815,BARO0,41.18,99176
158,0.825,BARO0,41.17,99171
159,0.835,BARO0,41.19,99157
160,0.845,BARO0,41.17,99141
161,0.855,BARO0,41.18,99136
162,0.865,BARO0,41.18,99131
163,0.875,BARO0,41.18,99126
164,0.885,BARO0,41.17,99128
165,0.895,BARO0,41.18,99097
166,0.905,BARO0,41.17,99098
167,0.915,BARO0,41.18,99072
168,0.925,BARO0,41.16,99087
169,0.935,BARO0,41.16,99063
170,0.945,BARO0,41.18,99046
171,0.955,BARO0,41.17,99061
172,0.965,BARO0,41.17,99059
173,0.975,BARO0,41.16,99033
174,0.985,BARO0,41.18,99014
175,0.995,BARO0,41.18,99035
176,1.005,BARO0,41.18,99001
177,1.015,BARO0,41.17,98978
178,1.025,BARO0,41.16,98964
179,1.035,BARO0,41.18,98943
180,1.045,BARO0,41.15,98908
181,1.055,BARO0,41.16,98896
182,1.065,BARO0,41.16,98879
183,1.075,BARO0,41.17,98865
184,1.085,BARO0,41.18,98853
185,1.095,BARO0,41.17,98854
186,1.105,BARO0,41.17,98820
187,1.115,BARO0,41.15,98815
188,1.125,BARO0,41.17,98787
189,1.135,BARO0,41.15,98784
190,1.145,BARO0,41.16,98775
191,1.155,BARO0,41.16,98752
192,1.165,BARO0,41.16,98754
193,1.175,BARO0,41.15,98738
194,1.185,BARO0,41.16,98714
195,1.195,BARO0,41.16,98730
196,1.205,BARO0,41.15,98718
197,1.215,BARO0,41.14,98695
198,1.225,BARO0,41.14,98686
199,1.235,BARO0,41.16,98676
200,1.245,BARO0,41.14,98687
201,1.255,BARO0,41.14,98660
202,1.265,BARO0,41.15,98666
203,1.275,BARO0,41.14,98653
204,1.285,BARO0,41.14,98648
205,1.295,BARO0,41.13,98642
206,1.305,BARO0,41.14,98619
207,1.315,BARO0,41.12,98601
208,1.325,BARO0,41.16,98621
209,1.335,BARO0,41.14,98584
210,1.345,BARO0,41.14,98538
211,1.355,BARO0,41.12,98543
212,1.365,BARO0,41.13,98526
213,1.375,BARO0,41.13,98512
214,1.385,BARO0,41.13,98470
215,1.395,BARO0,41.13,98491
216,1.405,BARO0,41.13,98447
217,1.415,BARO0,41.14,98457
218,1.425,BARO0,41.13,98443
219,1.435,BARO0,41.11,98408
220,1.445,BARO0,41.11,98408
221,1.455,BARO0,41.12,98378
222,1.465,BARO0,41.12,98367
223,1.475,BARO0,41.13,98356
224,1.485,BARO0,41.12,98312
225,1.495,BARO0,41.1,98311
226,1.505,BARO0,41.13,98283
227,1.515,BARO0,41.11,98266
228,1.525,BARO0,41.1,98234
229,1.535,BARO0,41.11,98199
230,1.545,BARO0,41.09,98189
231,1.555,BARO0,41.11,98169
232,1.565,BARO0,41.11,98148
233,1.575,BARO0,41.11,98141
234,1.585,BARO0,41.09,98142
235,1.595,BARO0,41.1,98103
236,1.605,BARO0,41.09,98106
237,1.615,BARO0,41.1,98112
238,1.625,BARO0,41.1,98082
239,1.635,BARO0,41.09,98059
240,1.645,BARO0,41.1,98061
241,1.655,BARO0,41.1,98046
242,1.665,BARO0,41.08,98034
243,1.675,BARO0,41.08,98015
244,1.685,BARO0,41.08,97995
245,1.695,BARO0,41.09,97947
246,1.705,BARO0,41.11,97945
247,1.715,BARO0,41.09,97916
248,1.725,BARO0,41.06,97897
249,1.735,BARO0,41.07,97871
250,1.745,BARO0,41.09,97844
251,1.755,BARO0,41.07,97847
252,1.765,BARO0,41.07,97825
253,1.775,BARO0,41.07,97815
254,1.785,BARO0,41.06,97763
255,1.795,BARO0,41.08,97762
256,1.805,BARO0,41.06,97739
257,1.815,BARO0,41.07,97710
258,1.825,BARO0,41.05,97658
259,1.835,BARO0,41.07,97632
260,1.845,BARO0,41.05,97642
261,1.855,BARO0,41.07,97614
262,1.865,BARO0,41.05,97585
263,1.875,BARO0,41.05,97567
264,1.885,BARO0,41.06,97557
265,1.895,BARO0,41.05,97527
266,1.905,BARO0,41.05,97549
267,1.915,BARO0,41.04,97534
268,1.925,BARO0,41.06,97494
269,1.935,BARO0,41.05,97486
270,1.945,BARO0,41.04,97460
271,1.955,BARO0,41.03,97451
272,1.965,BARO0,41.04,97420
273,1.975,BARO0,41.03,97399
274,1.985,BARO0,41.03,97377
275,1.995,BARO0,41.04,97344
276,2.005,BARO0,41.05,97336
277,2.015,BARO0,41.02,97322
278,2.025,BARO0,41.03,97254
279,2.035,BARO0,41.02,97264
280,2.045,BARO0,41.03,97232
281,2.055,BARO0,41.02,97204
282,2.065,BARO0,41.01,97174
283,2.075,BARO0,41.01,97140
284,2.085,BARO0,41.02,97116
285,2.095,BARO0,41.01,97089
286,2.105,BARO0,41.01,97074
287,2.115,BARO0,41.02,97064
288,2.125,BARO0,41.02,97067
289,2.135,BARO0,41.01,97024
290,2.145,BARO0,41.01,97024
291,2.155,BARO0,41.0,96980
292,2.165,BARO0,41.0,96977
293,2.175,BARO0,41.0,96951
294,2.185,BARO0,40.99,96931
295,2.195,BARO0,40.99,96893
296,2.205,BARO0,40.98,96892
297,2.215,BARO0,40.98,96869
298,2.225,BARO0,40.99,96840
299,2.235,BARO0,40.98,96801
300,2.245,BARO0,40.98,96784
301,2.255,BARO0,40.99,96756
302,2.265,BARO0,40.98,96724
303,2.275,BARO0,40.98,96699
304,2.285,BARO0,40.96,96685
305,2.295,BARO0,40.98,96644
306,2.305,BARO0,40.97,96634
307,2.315,BARO0,40.96,96601
308,2.325,BARO0,40.95,96578
309,2.335,BARO0,40.97,96560
310,2.345,BARO0,40.94,96541
311,2.355,BARO0,40.96,96509
312,2.365,BARO0,40.94,96495
313,2.375,BARO0,40.95,96476
314,2.385,BARO0,40.94,96432
315,2.395,BARO0,40.97,96431
316,2.405,BARO0,40.94,96377
317,2.415,BARO0,40.96,96366
318,2.425,BARO0,40.95,96330
319,2.435,BARO0,40.95,96316
320,2.445,BARO0,40.95,96286
321,2.455,BARO0,40.94,96245
322,2.465,BARO0,40.93,96223
323,2.475,BARO0,40.93,96194
324,2.485,BARO0,40.94,96180
325,2.495,BARO0,40.91,96141
326,2.505,BARO0,40.92,96132
327,2.515,BARO0,40.92,96092
328,2.525,BARO0,40.9,96061
329,2.535,BARO0,40.91,96041
330,2.545,BARO0,40.91,96012
331,2.555,BARO0,40.92,95996
332,2.565,BARO0,40.91,95979
333,2.575,BARO0,40.89,95940
334,2.585,BARO0,40.9,95948
335,2.595,BARO0,40.89,95922
336,2.605,BARO0,40.89,95879
337,2.615,BARO0,40.89,95854
338,2.625,BARO0,40.89,95798
339,2.635,BARO0,40.86,95755
340,2.645,BARO0,40.89,95797
341,2.655,BARO0,40.9,95731
342,2.665,BARO0,40.89,95693
343,2.675,BARO0,40.88,95663
344,2.685,BARO0,40.89,95648
345,2.695,BARO0,40.88,95612
346,2.705,BARO0,40.88,95619
347,2.715,BARO0,40.88,95574
348,2.725,BARO0,40.87,95544
349,2.735,BARO0,40.86,95565
350,2.745,BARO0,40.86,95491
351,2.755,BARO0,40.87,95482
352,2.765,BARO0,40.86,95444
353,2.775,BARO0,40.85,95419
354,2.785,BARO0,40.87,95404
355,2.795,BARO0,40.86,95361
356,2.805,BARO0,40.85,95329
357,2.815,BARO0,40.84,95304
358,2.825,BARO0,40.84,95263
359,2.835,BARO0,40.85,95234
360,2.845,BARO0,40.84,95211
361,2.855,BARO0,40.84,95184
362,2.865,BARO0,40.84,95165
363,2.875,BARO0,40.83,95139
364,2.885,BARO0,40.82,95085
365,2.895,BARO0,40.82,95067
366,2.905,BARO0,40.83,95063
367,2.915,BARO0,40.83,95022
368,2.925,BARO0,40.82,94973
369,2.935,BARO0,40.83,94948
370,2.945,BARO0,40.81,94931
371,2.955,BARO0,40.82,94904
372,2.965,BARO0,40.81,94866
373,2.975,BARO0,40.81,94842
374,2.985,BARO0,40.81,94807
375,2.995,BARO0,40.82,94758
376,3.005,BARO0,40.82,94757
377,3.015,BARO0,40.82,94717
378,3.025,BARO0,40.8,94692
379,3.035,BARO0,40.78,94671
380,3.045,BARO0,40.81,94647
381,3.055,BARO0,40.79,94610
382,3.065,BARO0,40.8,94579
383,3.075,BARO0,40.79,94536
384,3.085,BARO0,40.76,94522
385,3.095,BARO0,40.79,94490
386,3.105,BARO0,40.78,94452
387,3.115,BARO0,40.78,94398
388,3.125,BARO0,40.78,94376
389,3.135,BARO0,40.79,94383
390,3.145,BARO0,40.76,94320
391,3.155,BARO0,40.78,94305
392,3.165,BARO0,40.77,94283
393,3.175,BARO0,40.78,94258
394,3.185,BARO0,40.77,94235
395,3.195,BARO0,40.77,94208
396,3.205,BARO0,40.75,94134
397,3.215,BARO0,40.73,94116
398,3.225,BARO0,40.76,94080
399,3.235,BARO0,40.74,94082
400,3.245,BARO0,40.77,94047
401,3.255,BARO0,40.75,93993
402,3.265,BARO0,40.76,93977
403,3.275,BARO0,40.75,93942
404,3.285,BARO0,40.74,93912
405,3.295,BARO0,40.73,93868
406,3.305,BARO0,40.72,93868
407,3.315,BARO0,40.74,93830
408,3.325,BARO0,40.75,93797
409,3.335,BARO0,40.75,93762
410,3.345,BARO0,40.76,93746
411,3.355,BARO0,40.74,93713
412,3.365,BARO0,40.73,93685
413,3.375,BARO0,40.73,93637
414,3.385,BARO0,40.74,93593
415,3.395,BARO0,40.72,93565
416,3.405,BARO0,40.72,93522
417,3.415,BARO0,40.73,93509
418,3.425,BARO0,40.73,93457
419,3.435,BARO0,40.71,93425
420,3.445,BARO0,40.74,93427
421,3.455,BARO0,40.71,93382
422,3.465,BARO0,40.71,93359
423,3.475,BARO0,40.71,93329
424,3.485,BARO0,40.71,93327
425,3.495,BARO0,40.74,93286
426,3.505,BARO0,40.72,93230
427,3.515,BARO0,40.7,93211
428,3.525,BARO0,40.7,93167
429,3.535,BARO0,40.68,93154
430,3.545,BARO0,40.69,93127
431,3.555,BARO0,40.7,93089
432,3.565,BARO0,40.7,93042
433,3.575,BARO0,40.7,93000
434,3.585,BARO0,40.7,92964
435,3.595,BARO0,40.68,92897
436,3.605,BARO0,40.69,92904
437,3.615,BARO0,40.7,92851
438,3.625,BARO0,40.69,92800
439,3.635,BARO0,40.67,92800
440,3.645,BARO0,40.69,92780
441,3.655,BARO0,40.68,92761
442,3.665,BARO0,40.68,92737
443,3.675,BARO0,40.68,92709
444,3.685,BARO0,40.68,92692
445,3.695,BARO0,40.65,92642
446,3.705,BARO0,40.68,92636
447,3.715,BARO0,40.67,92596
448,3.725,BARO0,40.68,92562
449,3.735,BARO0,40.66,92514
450,3.745,BARO0,40.67,92468
451,3.755,BARO0,40.66,92413
452,3.765,BARO0,40.66,92407
453,3.775,BARO0,40.67,92391
454,3.785,BARO0,40.67,92345
455,3.795,BARO0,40.66,92365
456,3.805,BARO0,40.65,92283
457,3.815,BARO0,40.66,92250
458,3.825,BARO0,40.66,92205
459,3.835,BARO0,40.64,92169
460,3.845,BARO0,40.63,92172
461,3.855,BARO0,40.64,92108
462,3.865,BARO0,40.65,92052
463,3.875,BARO0,40.65,92028
464,3.885,BARO0,40.65,91982
465,3.895,BARO0,40.64,91955
466,3.905,BARO0,40.63,91926
467,3.915,BARO0,40.65,91875
468,3.925,BARO0,40.64,91829
469,3.935,BARO0,40.63,91805
470,3.945,BARO0,40.63,91778
471,3.955,BARO0,40.64,91752
472,3.965,BARO0,40.64,91712
473,3.975,BARO0,40.63,91675
474,3.985,BARO0,40.63,91642
475,3.995,BARO0,40.63,91624
476,4.005,BARO0,40.61,91577
477,4.015,BARO0,40.62,91529
478,4.025,BARO0,40.63,91499
479,4.035,BARO0,40.62,91523
480,4.045,BARO0,40.62,91447
481,4.055,BARO0,40.62,91427
482,4.065,BARO0,40.61,91397
483,4.075,BARO0,40.62,91372
484,4.085,BARO0,40.62,91330
485,4.095,BARO0,40.62,91293
486,4.105,BARO0,40.61,91240
487,4.115,BARO0,40.6,91204
488,4.125,BARO0,40.62,91173
489,4.135,BARO0,40.62,91135
490,4.145,BARO0,40.63,91106
491,4.155,BARO0,40.61,91080
492,4.165,BARO0,40.61,91064
493,4.175,BARO0,40.6,91029
494,4.185,BARO0,40.6,90999
495,4.195,BARO0,40.59,90955
496,4.205,BARO0,40.61,90920
497,4.215,BARO0,40.6,90885
498,4.225,BARO0,40.59,90828
499,4.235,BARO0,40.61,90807
500,4.245,BARO0,40.6,90759
501,4.255,BARO0,40.59,90715
502,4.265,BARO0,40.59,90685
503,4.275,BARO0,40.59,90665
504,4.285,BARO0,40.59,90677
505,4.295,BARO0,40.59,90616
506,4.305,BARO0,40.59,90573
507,4.315,BARO0,40.61,90564
508,4.325,BARO0,40.58,90497
509,4.335,BARO0,40.56,90502
510,4.345,BARO0,40.57,90437
511,4.355,BARO0,40.58,90392
512,4.365,BARO0,40.59,90357
513,4.375,BARO0,40.57,90307
514,4.385,BARO0,40.56,90293
515,4.395,BARO0,40.59,90246
516,4.405,BARO0,40.56,90204
517,4.415,BARO0,40.58,90220
518,4.425,BARO0,40.57,90173
519,4.435,BARO0,40.58,90120
520,4.445,BARO0,40.55,90078
521,4.455,BARO0,40.58,90051
522,4.465,BARO0,40.57,90006
523,4.475,BARO0,40.57,89969
524,4.485,BARO0,40.57,89928
525,4.495,BARO0,40.57,89892
526,4.505,BARO0,40.55,89851
527,4.515,BARO0,40.56,89823
528,4.525,BARO0,40.55,89829
529,4.535,BARO0,40.57,89789
530,4.545,BARO0,40.58,89759
531,4.555,BARO0,40.56,89701
532,4.565,BARO0,40.56,89655
533,4.575,BARO0,40.56,89609
534,4.585,BARO0,40.57,89571
535,4.595,BARO0,40.55,89567
536,4.605,BARO0,40.55,89510
537,4.615,BARO0,40.53,89489
538,4.625,BARO0,40.58,89458
539,4.635,BARO0,40.54,89412
540,4.645,BARO0,40.55,89397
541,4.655,BARO0,40.54,89362
542,4.665,BARO0,40.54,89315
543,4.675,BARO0,40.54,89277
544,4.685,BARO0,40.55,89220
545,4.695,BARO0,40.56,89203
546,4.705,BARO0,40.54,89164
547,4.715,BARO0,40.54,89131
548,4.725,BARO0,40.56,89108
549,4.735,BARO0,40.54,89086
550,4.745,BARO0,40.52,89030
551,4.755,BARO0,40.54,89011
552,4.765,BARO0,40.53,88979
553,4.775,BARO0,40.53,88950
554,4.785,BARO0,40.54,88913
555,4.795,BARO0,40.54,88846
556,4.805,BARO0,40.52,88797
557,4.815,BARO0,40.53,88788
558,4.825,BARO0,40.54,88765
559,4.835,BARO0,40.53,88713
560,4.845,BARO0,40.53,88685
561,4.855,BARO0,40.53,88675
562,4.865,BARO0,40.53,88654
563,4.875,BARO0,40.53,88629
564,4.885,BARO0,40.52,88603
565,4.895,BARO0,40.53,88558
566,4.905,BARO0,40.52,88528
567,4.915,BARO0,40.52,88512
568,4.925,BARO0,40.51,88468
569,4.935,BARO0,40.52,88475
570,4.945,BARO0,40.53,88391
571,4.955,BARO0,40.52,88396
572,4.965,BARO0,40.51,88400
573,4.975,BARO0,40.51,88380
574,4.985,BARO0,40.5,88341
575,4.995,BARO0,40.52,88348
576,5.005,BARO0,40.51,88344
577,5.015,BARO0,40.51,88310
578,5.025,BARO0,40.51,88289
579,5.035,BARO0,40.51,88266
580,5.045,BARO0,40.5,88246
581,5.055,BARO0,40.51,88254
582,5.065,BARO0,40.5,88217
583,5.075,BARO0,40.51,88218
584,5.085,BARO0,40.51,88210
585,5.095,BARO0,40.52,88197
586,5.105,BARO0,40.49,88155
587,5.115,BARO0,40.52,88133
588,5.125,BARO0,40.5,88106
589,5.135,BARO0,40.49,88086
590,5.145,BARO0,40.5,88059
591,5.155,BARO0,40.5,88042
592,5.165,BARO0,40.51,88028
593,5.175,BARO0,40.49,88008
594,5.185,BARO0,40.47,88004
595,5.195,BARO0,40.51,87971
596,5.205,BARO0,40.49,87963
597,5.215,BARO0,40.48,87945
598,5.225,BARO0,40.49,87919
599,5.235,BARO0,40.49,87890
600,5.245,BARO0,40.5,87883
601,5.255,BARO0,40.5,87846
602,5.265,BARO0,40.49,87824
603,5.275,BARO0,40.49,87800
604,5.285,BARO0,40.48,87802
605,5.295,BARO0,40.48,87787
606,5.305,BARO0,40.5,87733
607,5.315,BARO0,40.49,87748
608,5.325,BARO0,40.49,87676
609,5.335,BARO0,40.48,87685
610,5.345,BARO0,40.5,87673
611,5.355,BARO0,40.48,87646
612,5.365,BARO0,40.48,87619
613,5.375,BARO0,40.49,87601
614,5.385,BARO0,40.49,87584
615,5.395,BARO0,40.5,87562
616,5.405,BARO0,40.5,87555
617,5.415,BARO0,40.48,87500
618,5.425,BARO0,40.48,87523
619,5.435,BARO0,40.48,87478
620,5.445,BARO0,40.51,87482
621,5.455,BARO0,40.47,87448
622,5.465,BARO0,40.49,87440
623,5.475,BARO0,40.47,87414
624,5.485,BARO0,40.47,87383
625,5.495,BARO0,40.48,87361
626,5.505,BARO0,40.46,87380
627,5.515,BARO0,40.49,87375
628,5.525,BARO0,40.47,87327
629,5.535,BARO0,40.49,87305
630,5.545,BARO0,40.48,87277
631,5.555,BARO0,40.46,87271
632,5.565,BARO0,40.46,87247
633,5.575,BARO0,40.46,87234
634,5.585,BARO0,40.47,87213
635,5.595,BARO0,40.46,87197
636,5.605,BARO0,40.47,87180
637,5.615,BARO0,40.45,87148
638,5.625,BARO0,40.45,87138
639,5.635,BARO0,40.46,87127
640,5.645,BARO0,40.48,87116
641,5.655,BARO0,40.46,87111
642,5.665,BARO0,40.46,87104
643,5.675,BARO0,40.45,87067
644,5.685,BARO0,40.45,87031
645,5.695,BARO0,40.44,87012
646,5.705,BARO0,40.45,87014
647,5.715,BARO0,40.46,86996
648,5.725,BARO0,40.47,86994
649,5.735,BARO0,40.48,86948
650,5.745,BARO0,40.45,86954
651,5.755,BARO0,40.45,86950
652,5.765,BARO0,40.45,86938
653,5.775,BARO0,40.44,86905
654,5.785,BARO0,40.45,86888
655,5.795,BARO0,40.46,86914
656,5.805,BARO0,40.46,86869
657,5.815,BARO0,40.45,86872
658,5.825,BARO0,40.46,86836
659,5.835,BARO0,40.46,86848
660,5.845,BARO0,40.45,86806
661,5.855,BARO0,40.45,86791
662,5.865,BARO0,40.44,86767
663,5.875,BARO0,40.44,86751
664,5.885,BARO0,40.43,86740
665,5.895,BARO0,40.44,86731
666,5.905,BARO0,40.45,86736
667,5.915,BARO0,40.45,86723
668,5.925,BARO0,40.44,86673
669,5.935,BARO0,40.44,86661
670,5.945,BARO0,40.45,86639
671,5.955,BARO0,40.44,86641
672,5.965,BARO0,40.44,86629
673,5.975,BARO0,40.44,86609
674,5.985,BARO0,40.42,86557
675,5.995,BARO0,40.42,86518
676,6.005,BARO0,40.43,86528
677,6.015,BARO0,40.44,86538
678,6.025,BARO0,40.43,86529
679,6.035,BARO0,40.43,86519
680,6.045,BARO0,40.42,86477
681,6.055,BARO0,40.42,86459
682,6.065,BARO0,40.43,86456
683,6.075,BARO0,40.43,86440
684,6.085,BARO0,40.42,86415
685,6.095,BARO0,40.41,86385
686,6.105,BARO0,40.42,86380
687,6.115,BARO0,40.43,86379
688,6.125,BARO0,40.43,86322
689,6.135,BARO0,40.42,86333
690,6.145,BARO0,40.41,86284
691,6.155,BARO0,40.42,86302
692,6.165,BARO0,40.43,86290
693,6.175,BARO0,40.42,86265
694,6.185,BARO0,40.43,86247
695,6.195,BARO0,40.43,86227
696,6.205,BARO0,40.4,86227
697,6.215,BARO0,40.42,86210
698,6.225,BARO0,40.43,86183
699,6.235,BARO0,40.41,86138
700,6.245,BARO0,40.42,86167
701,6.255,BARO0,40.41,86140
702,6.265,BARO0,40.41,86124
703,6.275,BARO0,40.41,86118
704,6.285,BARO0,40.42,86105
705,6.295,BARO0,40.4,86058
706,6.305,BARO0,40.42,86055
707,6.315,BARO0,40.41,86049
708,6.325,BARO0,40.42,86041
709,6.335,BARO0,40.4,86003
710,6.345,BARO0,40.43,85977
711,6.355,BARO0,40.4,85955
712,6.365,BARO0,40.39,85953
713,6.375,BARO0,40.4,85939
714,6.385,BARO0,40.41,85943
715,6.395,BARO0,40.41,85908
716,6.405,BARO0,40.4,85902
717,6.415,BARO0,40.4,85900
718,6.425,BARO0,40.42,85872
719,6.435,BARO0,40.41,85844
720,6.445,BARO0,40.39,85838
721,6.455,BARO0,40.4,85825
722,6.465,BARO0,40.39,85797
723,6.475,BARO0,40.39,85785
724,6.485,BARO0,40.41,85789
725,6.495,BARO0,40.39,85745
726,6.505,BARO0,40.39,85716
727,6.515,BARO0,40.39,85696
728,6.525,BARO0,40.4,85706
729,6.535,BARO0,40.38,85664
730,6.545,BARO0,40.38,85691
731,6.555,BARO0,40.38,85667
732,6.565,BARO0,40.38,85640
733,6.575,BARO0,40.39,85634
734,6.585,BARO0,40.39,85629
735,6.595,BARO0,40.39,85613
736,6.605,BARO0,40.38,85611
737,6.615,BARO0,40.39,85590
738,6.625,BARO0,40.39,85569
739,6.635,BARO0,40.36,85541
740,6.645,BARO0,40.37,85515
741,6.655,BARO0,40.37,85500
742,6.665,BARO0,40.37,85494
743,6.675,BARO0,40.37,85473
744,6.685,BARO0,40.38,85478
745,6.695,BARO0,40.38,85448
746,6.705,BARO0,40.37,85427
747,6.715,BARO0,40.37,85430
748,6.725,BARO0,40.36,85404
749,6.735,BARO0,40.36,85380
750,6.745,BARO0,40.38,85365
751,6.755,BARO0,40.37,85352
752,6.765,BARO0,40.36,85333
753,6.775,BARO0,40.36,85305
754,6.785,BARO0,40.37,85321
755,6.795,BARO0,40.36,85292
756,6.805,BARO0,40.35,85275
757,6.815,BARO0,40.36,85270
758,6.825,BARO0,40.35,85218
759,6.835,BARO0,40.37,85232
760,6.845,BARO0,40.36,85260
761,6.855,BARO0,40.35,85207
762,6.865,BARO0,40.35,85199
763,6.875,BARO0,40.35,85176
764,6.885,BARO0,40.36,85162
765,6.895,BARO0,40.35,85149
766,6.905,BARO0,40.35,85132
767,6.915,BARO0,40.35,85100
768,6.925,BARO0,40.35,85097
769,6.935,BARO0,40.35,85114
770,6.945,BARO0,40.33,85073
771,6.955,BARO0,40.34,85062
772,6.965,BARO0,40.34,85054
