,ts,id,Ax,Ay,Az,Gx,Gy,Gz
37,-0.385,IMU0,-0.03662109375,-0.50732421875,-0.0771484375,-0.700280112044818,-0.700280112044818,-0.0700280112044818
38,-0.375,IMU0,-0.03955078125,-0.498046875,-0.08984375,-0.700280112044818,-0.9803921568627452,0.0
39,-0.365,IMU0,-0.02978515625,-0.48095703125,-0.0751953125,-0.9103641456582633,-1.1204481792717087,0.1400560224089636
40,-0.355,IMU0,-0.0390625,-0.4814453125,-0.078125,-0.9803921568627452,-0.6302521008403361,0.1400560224089636
41,-0.345,IMU0,-0.04736328125,-0.49462890625,-0.1015625,-0.6302521008403361,-0.2801120448179272,0.1400560224089636
42,-0.335,IMU0,-0.0341796875,-0.49853515625,-0.07763671875,-0.9103641456582633,-0.4901960784313726,0.2801120448179272
43,-0.325,IMU0,-0.037109375,-0.4951171875,-0.09326171875,-0.5602240896358543,-0.9803921568627452,0.0700280112044818
44,-0.315,IMU0,-0.04833984375,-0.51611328125,-0.103515625,-0.350140056022409,-0.5602240896358543,0.0
45,-0.305,IMU0,-0.0390625,-0.60546875,-0.0869140625,-1.1204481792717087,0.700280112044818,0.0700280112044818
46,-0.295,IMU0,-0.017578125,-1.142578125,-0.10888671875,-1.050420168067227,0.1400560224089636,-0.350140056022409
47,-0.285,IMU0,-0.04736328125,-1.9541015625,-0.18212890625,-1.1204481792717087,0.0,-0.8403361344537815
48,-0.275,IMU0,-0.03466796875,-1.9541015625,-0.1923828125,-1.1204481792717087,0.0,-0.8403361344537815
49,-0.265,IMU0,-0.03466796875,-2.35693359375,-0.1923828125,-2.170868347338936,3.081232492997199,-1.050420168067227
50,-0.255,IMU0,-0.01123046875,-1.70703125,-0.12548828125,-2.2408963585434174,6.932773109243698,-1.3305322128851542
51,-0.245,IMU0,-0.0283203125,-1.4970703125,-0.13623046875,-1.6106442577030813,7.282913165266106,-1.9607843137254903
52,-0.235,IMU0,-0.04638671875,-1.64990234375,-0.1708984375,-2.170868347338936,6.162464985994398,-2.170868347338936
53,-0.225,IMU0,-0.005859375,-2.1044921875,-0.14794921875,-2.450980392156863,5.882352941176471,-2.170868347338936
54,-0.215,IMU0,0.0146484375,-2.578125,-0.26416015625,-3.2913165266106446,8.61344537815126,-2.801120448179272
55,-0.205,IMU0,0.013671875,-2.90771484375,-0.283203125,-4.061624649859944,19.677871148459385,-3.151260504201681
56,-0.195,IMU0,-0.05029296875,-2.80029296875,-0.111328125,-4.761904761904762,21.9187675070028,-2.3109243697478994
57,-0.185,IMU0,0.08154296875,-2.7490234375,-0.22021484375,-3.991596638655462,12.605042016806724,-2.100840336134454
58,-0.175,IMU0,-0.00146484375,-2.75244140625,-0.212890625,-2.2408963585434174,7.563025210084034,-1.2605042016806722
59,-0.165,IMU0,0.0087890625,-2.84423828125,-0.21728515625,-3.081232492997199,4.901960784313726,0.42016806722689076
60,-0.155,IMU0,0.06689453125,-2.97265625,-0.19091796875,-2.8711484593837535,0.4901960784313726,1.5406162464985995
61,-0.145,IMU0,-0.02001953125,-3.013671875,-0.19482421875,-0.4901960784313726,-4.69187675070028,2.2408963585434174
62,-0.135,IMU0,-0.00634765625,-3.00732421875,-0.32275390625,-1.1904761904761905,-7.002801120448179,3.081232492997199
63,-0.125,IMU0,0.0078125,-3.02587890625,-0.11767578125,0.0,-10.434173669467787,2.801120448179272
64,-0.115,IMU0,-0.01513671875,-3.0166015625,-0.32763671875,-0.9803921568627452,-7.282913165266106,2.030812324929972
65,-0.105,IMU0,-0.03515625,-3.0537109375,-0.2373046875,-1.8207282913165266,-5.5322128851540615,1.4705882352941178
66,-0.095,IMU0,-0.02294921875,-3.05224609375,-0.2119140625,-0.5602240896358543,-6.722689075630252,0.2801120448179272
67,-0.085,IMU0,0.0244140625,-3.07373046875,-0.31591796875,-0.0700280112044818,-4.761904761904762,-1.4705882352941178
68,-0.075,IMU0,-0.1044921875,-3.064453125,-0.2041015625,-1.1204481792717087,-1.050420168067227,-1.5406162464985995
69,-0.065,IMU0,0.0234375,-3.10546875,-0.2255859375,-0.0700280112044818,-0.6302521008403361,-1.5406162464985995
70,-0.055,IMU0,0.0546875,-3.10791015625,-0.25830078125,0.5602240896358543,-7.002801120448179,-2.73109243697479
71,-0.045,IMU0,-0.0478515625,-3.13525390625,-0.2001953125,0.2801120448179272,-4.901960784313726,-2.8711484593837535
72,-0.035,IMU0,0.01611328125,-3.1435546875,-0.23583984375,-0.2801120448179272,-3.2212885154061626,-2.3109243697478994
73,-0.025,IMU0,0.02783203125,-3.12109375,-0.26220703125,-1.2605042016806722,-7.843137254901961,-1.9607843137254903
74,-0.015,IMU0,0.00537109375,-3.16064453125,-0.24462890625,-1.3305322128851542,-8.473389355742297,-1.400560224089636
75,-0.005,IMU0,-0.01416015625,-3.23779296875,-0.236328125,-0.5602240896358543,-12.254901960784315,-0.700280112044818
76,0.005,IMU0,-0.00439453125,-3.205078125,-0.25439453125,0.2801120448179272,-15.19607843137255,-0.1400560224089636
77,0.015,IMU0,-0.0078125,-3.18310546875,-0.234375,0.8403361344537815,-13.58543417366947,0.0700280112044818
78,0.025,IMU0,-0.01318359375,-3.22998046875,-0.2412109375,1.050420168067227,-9.313725490196079,0.0700280112044818
79,0.035,IMU0,-0.04443359375,-3.25634765625,-0.18798828125,1.4705882352941178,-6.722689075630252,0.0
80,0.045,IMU0,-0.0625,-3.255859375,-0.45458984375,-0.350140056022409,-5.742296918767507,-0.6302521008403361
81,0.055,IMU0,-0.28564453125,-3.22705078125,-0.51123046875,-4.901960784313726,16.106442577030812,2.8711484593837535
82,0.065,IMU0,0.05712890625,-3.28564453125,-0.140625,-4.831932773109244,22.338935574229694,1.9607843137254903
83,0.075,IMU0,-0.01123046875,-3.279296875,-0.39306640625,-0.7703081232492998,40.476190476190474,-1.9607843137254903
84,0.085,IMU0,-0.09912109375,-3.283203125,-0.3134765625,2.170868347338936,64.70588235294117,-4.411764705882353
85,0.095,IMU0,-0.01611328125,-3.33544921875,-0.16552734375,2.380952380952381,71.07843137254902,-5.322128851540617
86,0.105,IMU0,-0.0068359375,-3.322265625,-0.33154296875,2.170868347338936,68.69747899159664,-5.5322128851540615
87,0.115,IMU0,0.0625,-3.392578125,-0.228515625,0.2801120448179272,64.9859943977591,-5.8123249299719895
88,0.125,IMU0,0.005859375,-3.39892578125,-0.2109375,-1.680672268907563,68.76750700280112,-4.271708683473389
89,0.135,IMU0,0.0341796875,-3.37939453125,-0.173828125,-0.7703081232492998,73.17927170868347,-1.3305322128851542
90,0.145,IMU0,0.09326171875,-3.37109375,-0.2099609375,-1.1204481792717087,70.44817927170868,0.9803921568627452
91,0.155,IMU0,0.044921875,-3.4072265625,-0.19384765625,-1.7507002801120448,64.2156862745098,2.801120448179272
92,0.165,IMU0,0.078125,-3.4345703125,-0.18017578125,-1.5406162464985995,57.563025210084035,4.061624649859944
93,0.175,IMU0,0.109375,-3.4326171875,-0.19189453125,-1.8207282913165266,49.85994397759104,3.8515406162464987
94,0.185,IMU0,-0.00732421875,-3.4287109375,-0.158203125,-2.100840336134454,48.59943977591037,4.761904761904762
95,0.195,IMU0,-0.00732421875,-3.4287109375,-0.158203125,-2.100840336134454,48.59943977591037,4.761904761904762
96,0.205,IMU0,0.173828125,-3.4306640625,-0.19873046875,-3.081232492997199,43.27731092436975,5.042016806722689
97,0.215,IMU0,-0.01220703125,-3.4794921875,-0.15869140625,-2.450980392156863,24.789915966386555,4.551820728291316
98,0.225,IMU0,0.04736328125,-3.48095703125,-0.11865234375,-2.380952380952381,24.159663865546218,5.392156862745098
99,0.235,IMU0,0.099609375,-3.48828125,-0.21923828125,-0.9103641456582633,11.554621848739496,4.621848739495799
100,0.245,IMU0,-0.13623046875,-3.46435546875,-0.435546875,-2.801120448179272,16.106442577030812,5.6722689075630255
101,0.255,IMU0,0.14697265625,-3.46630859375,-0.2001953125,-6.302521008403362,10.434173669467787,6.162464985994398
102,0.265,IMU0,0.02294921875,-3.49658203125,-0.06787109375,-4.131652661064426,-21.638655462184875,3.151260504201681
103,0.275,IMU0,-0.07958984375,-3.4873046875,-0.36962890625,-1.680672268907563,-26.820728291316527,1.7507002801120448
104,0.285,IMU0,0.11572265625,-3.5576171875,-0.20458984375,-0.42016806722689076,-34.66386554621849,0.8403361344537815
105,0.295,IMU0,-0.0283203125,-3.51904296875,-0.3037109375,0.9103641456582633,-47.82913165266107,-2.5910364145658265
106,0.305,IMU0,-0.05126953125,-3.48974609375,-0.35888671875,0.5602240896358543,-32.28291316526611,-2.5910364145658265
107,0.315,IMU0,0.14892578125,-3.505859375,-0.43896484375,-2.2408963585434174,-34.173669467787114,-2.2408963585434174
108,0.325,IMU0,0.29833984375,-3.587890625,0.03955078125,1.050420168067227,-71.35854341736695,-7.913165266106443
109,0.335,IMU0,-0.115234375,-3.49169921875,-0.0322265625,2.450980392156863,-93.4873949579832,-10.224089635854343
110,0.345,IMU0,-0.09619140625,-3.42236328125,-0.5048828125,7.352941176470589,-123.24929971988796,-6.512605042016807
111,0.355,IMU0,0.10693359375,-3.49169921875,-0.32275390625,3.711484593837535,-129.83193277310926,-2.2408963585434174
112,0.365,IMU0,-0.07080078125,-3.541015625,-0.314453125,2.5910364145658265,-126.61064425770309,-2.8711484593837535
113,0.375,IMU0,-0.21142578125,-3.49267578125,-0.5107421875,1.8907563025210086,-101.05042016806723,-2.170868347338936
114,0.385,IMU0,0.0380859375,-3.53466796875,-0.318359375,1.6106442577030813,-83.68347338935574,-2.5210084033613445
115,0.395,IMU0,-0.11279296875,-3.484375,-0.52392578125,0.4901960784313726,-77.59103641456583,-6.792717086834735
116,0.405,IMU0,0.11572265625,-3.5810546875,-0.01171875,4.061624649859944,-68.69747899159664,-11.764705882352942
117,0.415,IMU0,-0.04541015625,-3.55322265625,-0.3349609375,4.831932773109244,-42.85714285714286,-13.935574229691877
118,0.425,IMU0,-0.1064453125,-3.57568359375,-0.28173828125,8.403361344537815,-22.829131652661065,-11.904761904761905
119,0.435,IMU0,-0.10400390625,-3.57080078125,-0.35009765625,2.450980392156863,-13.865546218487395,-6.792717086834735
120,0.445,IMU0,-0.01416015625,-3.6171875,-0.32275390625,-3.991596638655462,-5.042016806722689,-2.450980392156863
121,0.455,IMU0,0.048828125,-3.63720703125,-0.23779296875,-8.543417366946779,4.621848739495799,-1.1904761904761905
122,0.465,IMU0,0.013671875,-3.61279296875,-0.17724609375,-10.014005602240896,17.57703081232493,-1.8207282913165266
123,0.475,IMU0,-0.0478515625,-3.5830078125,-0.19921875,-9.313725490196079,29.831932773109244,-1.6106442577030813
124,0.485,IMU0,-0.048828125,-3.66748046875,-0.27587890625,-9.873949579831933,41.596638655462186,0.42016806722689076
125,0.495,IMU0,-0.00244140625,-3.47705078125,-0.23486328125,-12.254901960784315,52.38095238095239,2.380952380952381
126,0.505,IMU0,-0.00048828125,-3.646484375,-0.27490234375,-15.126050420168069,63.445378151260506,3.361344537815126
127,0.515,IMU0,-0.03125,-3.64404296875,-0.22705078125,-16.73669467787115,76.33053221288516,3.5014005602240896
128,0.525,IMU0,-0.05615234375,-3.63818359375,-0.23779296875,-17.857142857142858,89.28571428571429,4.971988795518207
129,0.535,IMU0,-0.0224609375,-3.6376953125,-0.25732421875,-19.537815126050422,102.17086834733894,6.792717086834735
130,0.545,IMU0,-0.01416015625,-3.64697265625,-0.2529296875,-21.498599439775912,115.12605042016807,7.983193277310924
131,0.555,IMU0,-0.02001953125,-3.64208984375,-0.23486328125,-23.249299719887958,128.50140056022408,8.403361344537815
132,0.565,IMU0,-0.06103515625,-3.65966796875,-0.24267578125,-24.57983193277311,142.296918767507,9.38375350140056
133,0.575,IMU0,-0.0400390625,-3.6396484375,-0.251953125,-26.190476190476193,156.09243697478993,10.92436974789916
134,0.585,IMU0,-0.02099609375,-3.6416015625,-0.251953125,-28.151260504201684,169.6778711484594,11.904761904761905
135,0.595,IMU0,-0.04150390625,-3.6328125,-0.2421875,-29.971988795518207,183.61344537815125,12.254901960784315
136,0.605,IMU0,-0.05859375,-3.6318359375,-0.24462890625,-31.372549019607845,197.7591036414566,12.88515406162465
137,0.615,IMU0,-0.0556640625,-3.646484375,-0.24658203125,-32.913165266106446,211.90476190476193,14.005602240896359
138,0.625,IMU0,-0.04052734375,-3.6884765625,-0.24072265625,-34.523809523809526,226.1904761904762,14.635854341736696
139,0.635,IMU0,-0.052734375,-3.69970703125,-0.24169921875,-35.99439775910364,241.03641456582633,14.635854341736696
140,0.645,IMU0,-0.06787109375,-3.68603515625,-0.25732421875,-37.675070028011206,255.53221288515408,14.84593837535014
141,0.655,IMU0,-0.06787109375,-3.68603515625,-0.25732421875,-37.675070028011206,255.53221288515408,14.84593837535014
142,0.665,IMU0,-0.06591796875,-3.6884765625,-0.23828125,-39.49579831932773,269.6078431372549,15.19607843137255
143,0.675,IMU0,-0.06005859375,-3.70556640625,-0.21923828125,-40.616246498599445,284.3137254901961,15.056022408963585
144,0.685,IMU0,-0.07861328125,-3.67822265625,-0.25537109375,-42.016806722689076,299.5098039215686,14.705882352941178
145,0.695,IMU0,-0.09423828125,-3.67626953125,-0.23974609375,-43.55742296918768,313.515406162465,14.495798319327731
146,0.705,IMU0,-0.08935546875,-3.689453125,-0.20947265625,-44.81792717086835,328.1512605042017,14.215686274509805
147,0.715,IMU0,-0.0908203125,-3.70361328125,-0.22412109375,-45.51820728291317,343.1372549019608,13.515406162464986
148,0.725,IMU0,-0.11572265625,-3.71533203125,-0.2490234375,-46.21848739495798,358.33333333333337,12.815126050420169
149,0.735,IMU0,-0.1220703125,-3.71337890625,-0.220703125,-47.26890756302521,373.249299719888,12.184873949579833
150,0.745,IMU0,-0.1318359375,-3.703125,-0.20849609375,-47.61904761904762,388.79551820728295,11.484593837535014
151,0.755,IMU0,-0.13623046875,-3.70947265625,-0.2275390625,-47.61904761904762,404.90196078431376,10.644257703081234
152,0.765,IMU0,-0.15283203125,-3.75048828125,-0.24072265625,-47.82913165266107,420.93837535014006,9.73389355742297
153,0.775,IMU0,-0.169921875,-3.73681640625,-0.2119140625,-47.82913165266107,436.624649859944,8.683473389355743
154,0.785,IMU0,-0.19091796875,-3.7138671875,-0.21240234375,-47.54901960784314,453.36134453781517,8.053221288515406
155,0.795,IMU0,-0.19970703125,-3.697265625,-0.236328125,-47.05882352941177,470.37815126050424,7.492997198879552
156,0.805,IMU0,-0.208984375,-3.7275390625,-0.228515625,-46.63865546218488,487.18487394957987,6.792717086834735
157,0.815,IMU0,-0.22802734375,-3.734375,-0.21630859375,-45.79831932773109,504.3417366946779,5.8123249299719895
158,0.825,IMU0,-0.2548828125,-3.73193359375,-0.22509765625,-44.537815126050425,521.7787114845938,5.112044817927171
159,0.835,IMU0,-0.27587890625,-3.72119140625,-0.2431640625,-43.69747899159664,538.3053221288516,4.901960784313726
160,0.845,IMU0,-0.27880859375,-3.7333984375,-0.2353515625,-42.64705882352941,554.5518207282913,4.69187675070028
161,0.855,IMU0,-0.31201171875,-3.74072265625,-0.2421875,-41.52661064425771,570.9383753501401,4.621848739495799
162,0.865,IMU0,-0.3251953125,-3.74560546875,-0.24462890625,-40.12605042016807,588.3753501400561,4.901960784313726
163,0.875,IMU0,-0.33154296875,-3.75,-0.259765625,-38.79551820728292,605.2521008403362,5.322128851540617
164,0.885,IMU0,-0.35009765625,-3.74658203125,-0.25439453125,-37.46498599439776,621.6386554621849,5.8123249299719895
165,0.895,IMU0,-0.37158203125,-3.759765625,-0.2666015625,-36.27450980392157,637.8151260504202,6.652661064425771
166,0.905,IMU0,-0.37353515625,-3.76318359375,-0.2685546875,-35.15406162464986,653.641456582633,7.633053221288516
167,0.915,IMU0,-0.38623046875,-3.77783203125,-0.2802734375,-33.96358543417367,670.2380952380953,8.543417366946779
168,0.925,IMU0,-0.39404296875,-3.7421875,-0.28076171875,-32.563025210084035,687.8151260504202,9.243697478991598
169,0.935,IMU0,-0.40576171875,-3.72998046875,-0.28759765625,-31.232492997198882,704.7619047619048,9.943977591036415
170,0.945,IMU0,-0.41357421875,-3.72265625,-0.3173828125,-30.11204481792717,721.358543417367,10.714285714285715
171,0.955,IMU0,-0.43115234375,-3.73583984375,-0.3271484375,-29.271708683473392,739.5658263305322,11.554621848739496
172,0.965,IMU0,-0.4365234375,-3.7470703125,-0.330078125,-28.571428571428573,758.5434173669469,12.394957983193278
173,0.975,IMU0,-0.4345703125,-3.73974609375,-0.33251953125,-27.73109243697479,777.170868347339,12.88515406162465
174,0.985,IMU0,-0.45263671875,-3.73095703125,-0.35107421875,-26.89075630252101,795.1680672268908,12.955182072829132
175,0.995,IMU0,-0.47265625,-3.73486328125,-0.35546875,-26.12044817927171,814.0756302521008,12.955182072829132
176,1.005,IMU0,-0.47509765625,-3.7412109375,-0.35498046875,-24.789915966386555,833.0532212885155,13.095238095238097
177,1.015,IMU0,-0.48388671875,-3.76025390625,-0.36962890625,-23.669467787114847,853.781512605042,13.305322128851541
178,1.025,IMU0,-0.48095703125,-3.748046875,-0.361328125,-22.408963585434176,874.2296918767507,13.23529411764706
179,1.035,IMU0,-0.5146484375,-3.7548828125,-0.36767578125,-20.938375350140056,894.3977591036415,13.23529411764706
180,1.045,IMU0,-0.5048828125,-3.76953125,-0.3564453125,-19.11764705882353,912.8851540616247,13.305322128851541
181,1.055,IMU0,-0.498046875,-3.77685546875,-0.35205078125,-16.876750700280112,931.5826330532213,13.025210084033613
182,1.065,IMU0,-0.53076171875,-3.79736328125,-0.33349609375,-14.285714285714286,948.529411764706,12.605042016806724
183,1.075,IMU0,-0.53271484375,-3.7998046875,-0.32568359375,-11.484593837535014,962.9551820728292,12.745098039215687
184,1.085,IMU0,-0.5283203125,-3.79833984375,-0.30859375,-8.333333333333334,975.6302521008404,13.095238095238097
185,1.095,IMU0,-0.55810546875,-3.763671875,-0.29248046875,-4.761904761904762,989.0056022408965,13.935574229691877
186,1.105,IMU0,-0.560546875,-3.7451171875,-0.283203125,-0.9103641456582633,1001.5406162464986,15.406162464985995
187,1.115,IMU0,-0.560546875,-3.7451171875,-0.283203125,-0.9103641456582633,1001.5406162464986,15.406162464985995
188,1.125,IMU0,-0.5517578125,-3.76220703125,-0.27294921875,2.5910364145658265,1012.1848739495799,16.946778711484594
189,1.135,IMU0,-0.56640625,-3.7744140625,-0.25439453125,6.372549019607844,1025.140056022409,18.977591036414566
190,1.145,IMU0,-0.58837890625,-3.794921875,-0.2666015625,10.014005602240896,1038.515406162465,21.84873949579832
191,1.155,IMU0,-0.5927734375,-3.78173828125,-0.2490234375,13.58543417366947,1051.1204481792718,25.210084033613448
192,1.165,IMU0,-0.61083984375,-3.75927734375,-0.23974609375,16.596638655462186,1064.9859943977592,28.991596638655462
193,1.175,IMU0,-0.61865234375,-3.75927734375,-0.2255859375,19.537815126050422,1078.2913165266107,33.19327731092437
194,1.185,IMU0,-0.6416015625,-3.7451171875,-0.2021484375,21.9187675070028,1089.5658263305322,38.02521008403362
195,1.195,IMU0,-0.64013671875,-3.7509765625,-0.2109375,23.529411764705884,1101.1904761904761,43.207282913165265
196,1.205,IMU0,-0.654296875,-3.77001953125,-0.1943359375,24.299719887955185,1116.1764705882354,48.529411764705884
197,1.215,IMU0,-0.685546875,-3.7861328125,-0.1796875,24.50980392156863,1130.6022408963586,53.641456582633054
198,1.225,IMU0,-0.71533203125,-3.78564453125,-0.173828125,24.299719887955185,1145.7983193277312,58.82352941176471
199,1.235,IMU0,-0.73583984375,-3.787109375,-0.16650390625,23.459383753501402,1162.18487394958,64.6358543417367
200,1.245,IMU0,-0.74365234375,-3.80859375,-0.142578125,22.128851540616246,1179.6918767507004,70.37815126050421
201,1.255,IMU0,-0.75830078125,-3.8408203125,-0.146484375,19.607843137254903,1196.498599439776,75.35014005602241
202,1.265,IMU0,-0.8115234375,-3.83984375,-0.1064453125,16.73669467787115,1214.0756302521008,79.76190476190476
203,1.275,IMU0,-0.828125,-3.83056640625,-0.08203125,13.58543417366947,1231.09243697479,83.68347338935574
204,1.285,IMU0,-0.86669921875,-3.84814453125,-0.07275390625,10.434173669467787,1249.1596638655462,87.25490196078432
205,1.295,IMU0,-0.91796875,-3.8486328125,-0.06396484375,6.442577030812325,1270.0980392156864,90.33613445378151
206,1.305,IMU0,-0.98095703125,-3.849609375,-0.0263671875,2.5210084033613445,1291.9467787114847,92.99719887955183
207,1.315,IMU0,-1.03515625,-3.87255859375,-0.03076171875,-1.400560224089636,1315.266106442577,95.65826330532214
208,1.325,IMU0,-1.11669921875,-3.88232421875,-0.00439453125,-5.042016806722689,1337.8851540616247,98.17927170868347
209,1.335,IMU0,-1.1796875,-3.896484375,0.0126953125,-8.473389355742297,1359.5238095238096,100.63025210084034
210,1.345,IMU0,-1.21728515625,-3.91162109375,0.021484375,-11.414565826330533,1379.6918767507004,102.94117647058825
211,1.355,IMU0,-1.2587890625,-3.923828125,0.01318359375,-15.126050420168069,1398.6694677871149,104.34173669467788
212,1.365,IMU0,-1.3046875,-3.93798828125,-0.0087890625,-19.18767507002801,1417.2969187675071,104.83193277310924
213,1.375,IMU0,-1.380859375,-3.9228515625,-0.01171875,-23.179271708683473,1435.15406162465,105.0420168067227
214,1.385,IMU0,-1.41845703125,-3.91796875,-0.0107421875,-27.73109243697479,1452.591036414566,104.83193277310924
215,1.395,IMU0,-1.44140625,-3.9658203125,-0.01953125,-32.142857142857146,1469.3977591036414,103.78151260504202
216,1.405,IMU0,-1.4736328125,-3.97900390625,-0.02587890625,-35.714285714285715,1485.9243697478992,101.40056022408965
217,1.415,IMU0,-1.51513671875,-3.93896484375,-0.03271484375,-38.655462184873954,1501.6106442577031,98.24929971988796
218,1.425,IMU0,-1.54248046875,-3.91015625,-0.06982421875,-41.10644257703081,1517.0868347338937,94.74789915966387
219,1.435,IMU0,-1.5732421875,-3.9130859375,-0.06884765625,-42.85714285714286,1531.7226890756303,90.75630252100841
220,1.445,IMU0,-1.623046875,-3.93701171875,-0.06787109375,-43.4873949579832,1546.218487394958,86.5546218487395
221,1.455,IMU0,-1.63134765625,-3.94580078125,-0.07861328125,-42.577030812324935,1560.9243697478992,82.42296918767508
222,1.465,IMU0,-1.64404296875,-3.93896484375,-0.1142578125,-41.10644257703081,1576.3305322128851,78.64145658263305
223,1.475,IMU0,-1.65966796875,-3.92236328125,-0.125,-38.51540616246499,1592.4369747899161,74.85994397759104
224,1.485,IMU0,-1.68896484375,-3.92578125,-0.15283203125,-35.08403361344538,1608.1232492997199,71.5686274509804
225,1.495,IMU0,-1.7158203125,-3.939453125,-0.14697265625,-31.092436974789916,1623.9495798319329,69.32773109243698
226,1.505,IMU0,-1.716796875,-3.93212890625,-0.1640625,-26.5406162464986,1638.375350140056,68.0672268907563
227,1.515,IMU0,-1.7119140625,-3.904296875,-0.15869140625,-21.638655462184875,1652.170868347339,67.50700280112045
228,1.525,IMU0,-1.74462890625,-3.87646484375,-0.14111328125,-15.966386554621849,1666.5966386554624,67.64705882352942
229,1.535,IMU0,-1.73291015625,-3.88818359375,-0.158203125,-10.92436974789916,1680.812324929972,69.25770308123249
