T,Alt,FAlt,FVeloc,LDA,Apogee,N-O,Drogue,Main,AUX
35.60,6395.00,6539.44,-72.22,0,0,0,0,0,0
36.10,6302.00,6491.95,-94.97,0,0,0,0,0,0
36.60,6257.00,6444.96,-93.98,0,0,0,0,0,0
37.10,6261.00,6408.17,-73.58,0,0,0,0,0,0
37.60,6227.00,6371.93,-72.47,0,0,0,0,0,0
38.10,6182.00,6333.95,-75.97,0,0,0,0,0,0
38.60,6104.00,6287.96,-91.98,0,0,0,0,0,0
39.10,6070.00,6244.37,-87.18,0,0,0,0,0,0
39.60,6031.00,6201.69,-85.35,0,0,0,0,0,0
40.10,6021.00,6165.55,-72.28,0,0,0,0,0,0
40.60,5981.00,6128.64,-73.82,0,0,0,0,0,0
41.10,5938.00,6090.51,-76.26,0,0,0,0,0,0
41.60,5871.00,6046.61,-87.81,0,0,0,0,0,0
42.10,5833.00,6003.89,-85.44,0,0,0,0,0,0
42.60,5798.00,5962.71,-82.36,0,0,0,0,0,0
43.10,5805.00,5931.17,-63.08,0,0,0,0,0,0
43.60,5722.00,5889.34,-83.67,0,0,0,0,0,0
44.10,5703.00,5852.07,-74.53,0,0,0,0,0,0
44.60,5684.00,5818.45,-67.23,0,0,0,0,0,0
45.10,5623.00,5779.36,-78.18,0,0,0,0,0,0
45.60,5543.00,5732.09,-94.55,0,0,0,0,0,0
46.10,5531.00,5691.87,-80.44,0,0,0,0,0,0
46.60,5496.00,5652.70,-78.35,0,0,0,0,0,0
47.10,5465.00,5615.16,-75.08,0,0,0,0,0,0
47.60,5415.00,5575.13,-80.06,0,0,0,0,0,0
48.10,5409.00,5541.90,-66.45,0,0,0,0,0,0
48.60,5349.00,5503.32,-77.16,0,0,0,0,0,0
49.10,5294.00,5461.46,-83.73,0,0,0,0,0,0
49.60,5286.00,5426.37,-70.18,0,0,0,0,0,0
50.10,5251.00,5391.29,-70.15,0,0,0,0,0,0
50.60,5198.00,5352.63,-77.32,0,0,0,0,0,0
51.10,5123.00,5306.71,-91.85,0,0,0,0,0,0
51.60,5085.00,5262.37,-88.68,0,0,0,0,0,0
52.10,5070.00,5223.89,-76.95,0,0,0,0,0,0
52.60,5049.00,5188.91,-69.96,0,0,0,0,0,0
53.10,4958.00,5142.73,-92.37,0,0,0,0,0,0
53.60,4919.00,5097.99,-89.49,0,0,0,0,0,0
54.10,4934.00,5065.19,-65.59,0,0,0,0,0,0
54.60,4923.00,5036.75,-56.88,0,0,0,0,0,0
55.10,4794.00,4988.20,-97.10,0,0,0,0,0,0
55.60,4748.00,4940.16,-96.08,0,0,0,0,0,0
56.10,4776.00,4907.33,-65.66,0,0,0,0,0,0
56.60,4744.00,4874.66,-65.33,0,0,0,0,0,0
57.10,4688.00,4837.33,-74.67,0,0,0,0,0,0
57.60,4587.00,4787.26,-100.13,0,0,0,0,0,0
58.10,4621.00,4754.01,-66.51,0,0,0,0,0,0
58.60,4567.00,4716.61,-74.80,0,0,0,0,0,0
59.10,4465.00,4666.29,-100.64,0,0,0,0,0,0
59.60,4470.00,4627.03,-78.51,0,0,0,0,0,0
60.10,4449.00,4591.42,-71.21,0,0,0,0,0,0
60.60,4407.00,4554.54,-73.77,0,0,0,0,0,0
61.10,4394.00,4522.43,-64.22,0,0,0,0,0,0
61.60,4280.00,4473.95,-96.97,0,0,0,0,0,0
62.10,4246.00,4428.36,-91.18,0,0,0,0,0,0
62.60,4218.00,4386.29,-84.14,0,0,0,0,0,0
63.10,4205.00,4350.03,-72.51,0,0,0,0,0,0
63.60,4177.00,4315.42,-69.21,0,0,0,0,0,0
64.10,4125.00,4277.34,-76.17,0,0,0,0,0,0
64.60,4041.00,4230.07,-94.54,0,0,0,0,0,0
65.10,4049.00,4193.86,-72.43,0,0,0,0,0,0
65.60,4023.00,4159.69,-68.34,0,0,0,0,0,0
66.10,3951.00,4117.95,-83.47,0,0,0,0,0,0
66.60,3871.00,4068.56,-98.78,0,0,0,0,0,0
67.10,3900.00,4034.85,-67.42,0,0,0,0,0,0
67.60,3875.00,4002.88,-63.94,0,0,0,0,0,0
68.10,3773.00,3956.90,-91.95,0,0,0,0,0,0
68.60,3712.00,3907.92,-97.96,0,0,0,0,0,0
69.10,3707.00,3867.74,-80.37,0,0,0,0,0,0
69.60,3714.00,3836.99,-61.49,0,0,0,0,0,0
70.10,3664.00,3802.39,-69.20,0,0,0,0,0,0
70.60,3579.00,3757.71,-89.36,0,0,0,0,0,0
71.10,3568.00,3719.77,-75.89,0,0,0,0,0,0
71.60,3526.00,3681.02,-77.51,0,0,0,0,0,0
72.10,3446.00,3634.01,-94.01,0,0,0,0,0,0
72.60,3451.00,3597.41,-73.21,0,0,0,0,0,0
73.10,3457.00,3569.33,-56.16,0,0,0,0,0,0
73.60,3349.00,3525.26,-88.13,0,0,0,0,0,0
74.10,3310.00,3482.21,-86.10,0,0,0,0,0,0
74.60,3268.00,3439.37,-85.68,0,0,0,0,0,0
75.10,3233.00,3398.09,-82.55,0,0,0,0,0,0
75.60,3196.00,3357.68,-80.84,0,0,0,0,0,0
76.10,3183.00,3322.74,-69.87,0,0,0,0,0,0
76.60,3152.00,3288.59,-68.30,0,0,0,0,0,0
77.10,3073.00,3245.47,-86.24,0,0,0,0,0,0
77.60,3035.00,3203.38,-84.19,0,0,0,0,0,0
78.10,3042.00,3171.10,-64.55,0,0,0,0,0,0
78.60,2969.00,3130.68,-80.84,0,0,0,0,0,0
79.10,2915.00,3087.55,-86.27,0,0,0,0,0,0
79.60,2895.00,3049.04,-77.02,0,0,0,0,0,0
80.10,2914.00,3022.03,-54.01,0,0,0,0,0,0
80.60,2829.00,2983.42,-77.21,0,0,0,0,0,0
81.10,2795.00,2945.74,-75.37,0,0,0,0,0,0
81.60,2786.00,2913.79,-63.90,0,0,0,0,0,0
82.10,2673.00,2865.63,-96.32,0,0,0,0,0,0
82.60,2655.00,2823.51,-84.25,0,0,0,0,0,0
83.10,2658.00,2790.41,-66.20,0,0,0,0,0,0
83.60,2614.00,2755.12,-70.56,0,0,0,0,0,0
84.10,2517.00,2707.50,-95.25,0,0,0,0,0,0
84.60,2540.00,2674.00,-67.00,0,0,0,0,0,0
85.10,2503.00,2639.80,-68.40,0,0,0,0,0,0
85.60,2465.00,2604.84,-69.92,0,0,0,0,0,0
86.10,2378.00,2559.47,-90.74,0,0,0,0,0,0
86.60,2340.00,2515.58,-87.79,0,0,0,0,0,0
87.10,2339.00,2480.26,-70.63,0,0,0,0,0,0
87.60,2269.00,2438.01,-84.50,0,0,0,0,0,0
88.10,2255.00,2401.41,-73.20,0,0,0,0,0,0
88.60,2218.00,2364.73,-73.36,0,0,0,0,0,0
89.10,2187.00,2329.18,-71.09,0,0,0,0,0,0
89.60,2188.00,2300.94,-56.47,0,0,0,0,0,0
90.10,2120.00,2264.76,-72.38,0,0,0,0,0,0
90.60,2045.00,2220.80,-87.90,0,0,0,0,0,0
91.10,2013.00,2179.24,-83.12,0,0,0,0,0,0
91.60,2022.00,2147.79,-62.90,0,0,0,0,0,0
92.10,1931.00,2104.44,-86.72,0,0,0,0,0,0
92.60,1901.00,2063.75,-81.37,0,0,0,0,0,0
93.10,1875.00,2026.00,-75.50,0,0,0,0,0,0
93.60,1850.00,1990.80,-70.40,0,0,0,0,0,0
94.10,1802.00,1953.04,-75.52,0,0,0,0,0,0
94.60,1759.00,1914.23,-77.62,0,0,0,0,0,0
95.10,1748.00,1880.99,-66.49,0,0,0,0,0,0
95.60,1684.00,1841.59,-78.79,0,0,0,0,0,0
96.10,1636.00,1800.47,-82.24,0,0,0,0,0,0
96.60,1619.00,1764.18,-72.59,0,0,0,0,0,0
97.10,1542.00,1719.74,-88.87,0,0,0,0,0,0
97.60,1529.00,1681.59,-76.30,0,0,0,0,0,0
98.10,1520.00,1649.27,-64.64,0,0,0,0,0,0
98.60,1483.00,1616.02,-66.51,0,0,0,0,0,0
99.10,1417.00,1576.22,-79.61,0,0,0,0,0,0
99.60,1368.00,1534.57,-83.29,0,0,0,0,0,0
100.10,1327.00,1493.06,-83.03,0,0,0,0,0,0
100.60,1328.00,1460.05,-66.02,0,0,0,0,0,0
101.10,1292.00,1426.44,-67.22,0,0,0,0,0,0
101.60,1239.00,1388.95,-74.97,0,0,0,0,0,0
102.10,1211.00,1353.36,-71.18,0,0,0,0,0,0
102.60,1168.00,1316.29,-74.14,0,0,0,0,0,0
103.10,1143.00,1281.63,-69.32,0,0,0,0,0,0
103.60,1110.00,1247.30,-68.65,0,0,0,0,0,0
104.10,1059.00,1209.64,-75.32,0,0,0,0,0,0
104.60,986.00,1164.91,-89.46,0,0,0,0,0,0
105.10,970.00,1125.93,-77.97,0,0,0,0,0,0
105.60,949.00,1090.55,-70.77,0,0,0,0,0,0
106.10,932.00,1058.84,-63.42,0,0,0,0,0,0
106.60,874.00,1021.87,-73.93,0,0,0,0,0,0
107.10,793.00,976.10,-91.55,0,0,0,0,0,0
107.60,794.00,939.68,-72.84,0,0,0,0,0,0
108.10,780.00,907.74,-63.87,0,0,0,0,0,0
108.60,736.00,873.39,-68.70,0,0,0,0,0,0
109.10,657.00,830.11,-86.56,0,0,0,0,657,0
109.60,608.00,785.69,-88.85,0,0,0,0,0,0
110.10,594.00,747.35,-76.68,0,0,0,0,0,0
110.60,576.00,713.08,-68.54,0,0,0,0,0,0
111.10,534.00,677.27,-71.63,0,0,0,0,0,0
111.60,514.00,644.61,-65.31,0,0,0,0,0,0
112.10,485.00,612.69,-63.85,0,0,0,0,0,0
112.60,426.00,575.35,-74.68,0,0,0,0,0,0
113.10,400.00,540.28,-70.14,0,0,0,0,0,0
113.60,351.00,502.43,-75.71,0,0,0,0,0,0
114.10,333.00,468.54,-67.77,0,0,0,0,0,0
114.60,271.00,429.03,-79.02,0,0,0,0,0,0
115.10,239.00,391.03,-76.01,0,0,0,0,0,0
115.60,224.00,357.62,-66.81,0,0,0,0,0,0
116.10,172.00,320.50,-74.25,0,0,0,0,0,0
116.60,133.00,283.00,-75.00,0,0,0,0,0,0
117.10,109.00,248.20,-69.60,0,0,0,0,0,0
117.60,54.00,209.36,-77.68,0,0,0,0,0,0
118.10,32.00,173.89,-70.94,0,0,0,0,0,0
118.60,-6.00,137.91,-71.95,0,0,0,0,0,0
